"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"AT2G36880",5.84535372366923e-68,0.376719724096312,0.516,0.032,1.20081101545337e-63
"AT1G74070",6.2986364965993e-68,2.22616683993514,0.46,0.006,1.2939288954964e-63
"AT2G45330",6.48196654549e-68,1.26363175277196,0.483,0.017,1.33159038744001e-63
"AT4G17370",7.08709504315598e-68,0.769728770315112,0.497,0.023,1.45590193471553e-63
"AT5G63500",7.37110924313092e-68,0.721341611502917,0.49,0.021,1.51424697181638e-63
"AT3G25770",8.45212540485784e-68,-1.10692714205662,0.997,0.964,1.73632012191995e-63
"AT5G63460",8.5386506516763e-68,0.41030535162121,0.51,0.03,1.75409500337386e-63
"AT4G39520",8.67357383352953e-68,1.70474252137126,0.471,0.013,1.78181227262197e-63
"AT2G47960",9.19445496003823e-68,1.12659292305877,0.49,0.021,1.88881688244065e-63
"AT2G45250",9.52207382970374e-68,2.26848385590199,0.463,0.008,1.95611962683604e-63
"AT5G06240",1.05744821606066e-67,5.74839401393705,0.45,0.002,2.17231587025342e-63
"AT4G14910",1.26832871591096e-67,0.436979607741263,0.485,0.019,2.60552768109588e-63
"AT5G05740",1.35715980592015e-67,0.829403453528747,0.5,0.025,2.78801338930176e-63
"AT1G45163",1.53300897838795e-67,2.4642968136139,0.458,0.006,3.14926034430237e-63
"AT5G58720",1.60358198916115e-67,-0.315093987118988,0.855,0.188,3.29423848033374e-63
"AT1G19120",1.67465955164174e-67,1.9719767380867,0.472,0.013,3.44025311693763e-63
"AT2G39770",1.75127959298532e-67,0.312780291682024,0.541,0.044,3.59765366786974e-63
"AT5G65480",1.94622580025695e-67,0.4668320790887,0.522,0.036,3.99813166146785e-63
"AT2G26550",2.05115504393277e-67,2.46626574021052,0.458,0.006,4.2136878067511e-63
"AT2G46710",2.06709361847093e-67,5.24313069295695,0.448,0.002,4.24643042042483e-63
"AT5G20250",2.08121347249514e-67,-0.331297424338032,0.611,0.078,4.27543683654677e-63
"AT3G47560",2.35788229937209e-67,1.40918063354774,0.462,0.008,4.84379760760008e-63
"AT1G33330",2.40711467836651e-67,2.67178750413367,0.465,0.011,4.94493568376831e-63
"AT5G21020",2.42067803162021e-67,-0.735638203956452,0.81,0.167,4.9727988803574e-63
"AT5G44520",2.54276815371656e-67,1.42895870074741,0.476,0.015,5.22360861817992e-63
"AT2G35635",2.78402002914641e-67,-0.649683199295119,0.723,0.127,5.71921234587546e-63
"ATCG00470",3.60298050036054e-67,-1.05900504416702,1,0.994,7.40160284189065e-63
"AT5G15802",3.97928253343452e-67,1.65713739641307,0.47,0.013,8.17464010843452e-63
"AT5G04340",4.23726258410784e-67,0.772013661745982,0.808,0.186,8.70460852653273e-63
"AT5G02502",5.47560425636388e-67,1.37137431641684,0.497,0.025,1.12485338238483e-62
"AT4G17510",5.47637650688854e-67,1.47697903915256,0.483,0.019,1.12501202581011e-62
"AT4G20760",5.74291690184432e-67,3.39614910476805,0.451,0.004,1.17976741914588e-62
"AT1G73500",6.06586680363436e-67,2.02008103686674,0.478,0.017,1.24611101747061e-62
"AT4G37610",6.25056348154732e-67,-0.414520175036441,0.704,0.123,1.28405325601427e-62
"AT5G45040",6.74322921209208e-67,4.36168659231965,0.446,0.002,1.38526157704008e-62
"AT5G50810",6.82122064735413e-67,1.04287251486257,0.478,0.017,1.40128335758596e-62
"AT1G16170",7.28183672144449e-67,1.20843750961803,0.469,0.013,1.49590771768634e-62
"AT4G31115",7.64273028267093e-67,1.32308157814295,0.46,0.008,1.57004608196909e-62
"AT1G80780",9.8138456645729e-67,0.648673063026383,0.505,0.03,2.01605831487321e-62
"AT1G67840",1.1036940286296e-66,1.42602136522687,0.473,0.015,2.26731864301378e-62
"AT4G08460",1.12814037780749e-66,0.813171600684055,0.504,0.03,2.31753877812992e-62
"AT4G02130",1.18482966015028e-66,0.761955638283355,0.487,0.021,2.43399557084673e-62
"AT2G29020",1.2556051390516e-66,-0.431111756257847,0.588,0.068,2.5793896371537e-62
"AT1G65390",1.32245056754094e-66,1.05576837863493,0.656,0.108,2.71671020089935e-62
"AT1G19330",1.62324741812914e-66,4.04657493141651,0.444,0.002,3.3346371710627e-62
"AT3G07170",1.66604418675021e-66,0.932559231220044,0.476,0.017,3.42255457284095e-62
"AT5G64660",1.86545048886849e-66,-0.58199048894899,0.812,0.171,3.83219493928254e-62
"AT2G32560",1.98255648065479e-66,0.765970640228581,0.502,0.03,4.07276577820914e-62
"AT5G16880",2.00043784833509e-66,-0.509743480449724,0.666,0.104,4.10949947183477e-62
"AT5G10450",2.92720247473546e-66,0.289344985498152,0.974,0.247,6.01335204384906e-62
"AT4G08520",3.14865675471334e-66,0.414804394429905,0.505,0.032,6.46828557120761e-62
"AT2G45710",3.55876210409006e-66,1.17644696925267,0.47,0.015,7.3107649904322e-62
"AT1G17455",3.62162746256499e-66,1.07752734095376,0.47,0.015,7.43990929634726e-62
"AT1G55210",4.16156613061701e-66,-7.00421995644378,0.045,0.307,8.54910530212651e-62
"AT4G39900",4.38811423226117e-66,3.04190376136842,0.446,0.004,9.01450306733413e-62
"AT2G32240",4.47572334175297e-66,-3.86131807091419,0.795,0.736,9.19447846096312e-62
"AT2G17972",5.21654587528181e-66,2.80901171606283,0.441,0.002,1.07163501915914e-61
"AT5G48590",5.73494992495639e-66,2.45285229762136,0.455,0.008,1.17813076308379e-61
"AT5G51820",5.77349101654186e-66,0.52587929491429,0.488,0.023,1.18604825952819e-61
"AT5G42270",5.84854926831925e-66,-0.645965490295831,0.864,0.192,1.20146747619082e-61
"AT1G19210",6.01977257276598e-66,7.35237770395693,0.436,0,1.23664187962331e-61
"AT5G05080",6.40197323767223e-66,1.20664217813514,0.469,0.015,1.31515736221501e-61
"AT1G48330",7.14199088947448e-66,-0.26203572919757,0.634,0.091,1.46717918842474e-61
"AT1G49450",7.64804322336704e-66,1.56487016094841,0.495,0.027,1.57113751937629e-61
"AT5G43430",8.52822538631597e-66,1.68181988649162,0.473,0.017,1.75195334111089e-61
"AT4G01897",8.58339146293104e-66,1.44402959934118,0.482,0.021,1.76328610822992e-61
"AT3G06760",1.05667683654966e-65,-0.450700138023116,0.639,0.093,2.17073122532398e-61
"AT3G17410",1.12724286244042e-65,-0.372474046269359,0.598,0.076,2.31569501231136e-61
"AT4G02510",1.15569338816703e-65,-0.315693310785696,0.553,0.055,2.37414092731153e-61
"AT4G27990",1.21886594021421e-65,-0.27469664777561,0.532,0.044,2.50391630098205e-61
"AT2G19680",1.26355553100637e-65,1.74583642807083,0.463,0.013,2.59572212734639e-61
"AT5G39600",1.27775625323199e-65,1.6256293421605,0.472,0.017,2.62489467101448e-61
"AT4G40045",1.40769542151947e-65,2.06342024383701,0.453,0.008,2.89182870442745e-61
"AT2G28190",1.45657516467077e-65,2.43075128415743,0.498,0.032,2.99224236078317e-61
"AT1G22520",1.51554523303527e-65,0.533138512115102,0.49,0.025,3.11338457222435e-61
"AT2G37678",1.65594864753019e-65,1.85368920102684,0.448,0.006,3.40181530662126e-61
"AT1G33290",1.657036393181e-65,0.54273780446513,0.481,0.021,3.40404986251174e-61
"AT5G15610",1.79157161887916e-65,2.28328284689938,0.453,0.008,3.68042557666345e-61
"AT1G22740",1.86928239825123e-65,0.604825096263381,0.485,0.023,3.84006683072749e-61
"AT5G14710",2.27425968120337e-65,0.316399471277297,0.494,0.027,4.67201166309608e-61
"AT1G04750",2.2807328226966e-65,-0.348125277371835,0.557,0.057,4.68530943766563e-61
"AT2G46090",2.40216814678413e-65,0.808285861990934,0.485,0.023,4.93477402393863e-61
"AT4G27750",3.11532993526233e-65,1.03849233947706,0.483,0.023,6.3998222860094e-61
"AT1G26180",3.22187059601785e-65,2.08071609861075,0.461,0.013,6.61868876539947e-61
"AT5G22650",3.26727363654213e-65,1.84210627923843,0.461,0.013,6.7119602315485e-61
"AT1G78300",3.72233953146458e-65,1.95967038081526,0.455,0.011,7.64680209948768e-61
"AT5G22620",3.72843667831072e-65,2.20329781691159,0.456,0.011,7.65932746825372e-61
"AT5G22340",3.98109624102053e-65,3.23516699300979,0.437,0.002,8.17836600792848e-61
"AT2G45140",4.39196952272964e-65,-0.451952504868501,0.58,0.068,9.02242299054349e-61
"AT1G68190",4.52402458209481e-65,1.47977314884223,0.451,0.008,9.29370369899736e-61
"AT5G26360",4.59719272880493e-65,1.98118446898432,0.465,0.015,9.44401302278396e-61
"AT5G39800",4.85424934584604e-65,1.13737380935275,0.463,0.015,9.97208443117152e-61
"AT2G22780",5.26651580381977e-65,0.294976522438549,0.515,0.038,1.0819003415787e-60
"AT4G35830",5.52664607441517e-65,-0.413156464210222,0.589,0.072,1.13533890306711e-60
"AT5G20890",5.83413654031706e-65,1.4202525274412,0.473,0.019,1.19850666947733e-60
"AT5G48545",6.04244800816806e-65,1.38010517304103,0.45,0.008,1.24130009431796e-60
"AT2G44360",7.35217889244809e-65,1.54302816745829,0.459,0.013,1.51035810987561e-60
"AT1G26670",8.31599580151461e-65,-0.64380872466653,0.592,0.074,1.70835501750515e-60
"AT2G14170",8.43645161567574e-65,0.783782400401131,0.473,0.019,1.73310025540827e-60
"AT5G58290",8.73368097345793e-65,-0.800666502133014,0.644,0.097,1.79416008237746e-60
"AT1G50670",9.21249451916162e-65,0.603161696289227,0.49,0.027,1.89252274907137e-60
"AT5G06450",1.49949039067237e-64,3.06581981481945,0.437,0.004,3.08040310955825e-60
"AT5G53880",1.56445613669336e-64,2.98921245098133,0.441,0.006,3.21386224160918e-60
"AT1G01320",1.57412100514267e-64,-0.377823788181885,0.577,0.068,3.23371678086458e-60
"AT4G04770",1.87635817610639e-64,-0.58355881494145,0.609,0.082,3.85460260117535e-60
"AT1G08640",2.26087546488641e-64,0.618084378550362,0.478,0.023,4.64451646751615e-60
"AT1G19400",2.94455951110962e-64,1.19907328285106,0.475,0.021,6.04900860367248e-60
"AT5G55990",2.98078549697899e-64,2.03873099456615,0.442,0.006,6.12342764644394e-60
"AT1G08460",3.14479308936537e-64,0.760680429261336,0.482,0.025,6.46034844348328e-60
"AT2G44060",3.22340389881875e-64,-0.374431507831787,0.571,0.066,6.62183862934335e-60
"AT4G27350",3.41479247591647e-64,-0.486343190403472,0.685,0.118,7.01500818327521e-60
"AT3G14310",3.46805108521771e-64,-0.381644999410993,0.895,0.211,7.12441734436274e-60
"AT5G64816",3.47515452360454e-64,3.54353336238196,0.436,0.004,7.1390099378408e-60
"AT2G33250",3.53461379566354e-64,1.47874344479562,0.458,0.015,7.2611571204316e-60
"AT2G44160",4.28420288811653e-64,0.544665738733013,0.46,0.015,8.80103799305778e-60
"AT3G23280",4.51802168025357e-64,-0.550975091380073,0.534,0.049,9.28137193774491e-60
"AT1G68490",4.53321744307086e-64,0.372487607616686,0.52,0.042,9.31258859330047e-60
"AT2G05790",4.61252161743663e-64,1.46430850787344,0.469,0.019,9.47550315870006e-60
"AT2G01620",4.69267928918659e-64,1.23800262845493,0.483,0.025,9.64017106377602e-60
"AT5G55530",4.86975609953737e-64,0.952776992757392,0.487,0.027,1.00039399552796e-59
"AT4G38510",5.07855993599839e-64,1.42545394052199,0.464,0.017,1.04328856765215e-59
"AT1G71030",5.44237150315646e-64,1.86407304182767,0.455,0.013,1.11802637789343e-59
"AT1G12800",5.61379428002078e-64,0.782051230604573,0.464,0.017,1.15324175894467e-59
"AT2G27830",5.65680518906976e-64,0.773283612212208,0.5,0.034,1.1620774899906e-59
"AT3G11530",5.78680703945427e-64,-0.340204945568727,0.597,0.078,1.18878377011509e-59
"AT3G12800",5.81566459260639e-64,-0.401921387340313,0.569,0.066,1.19471197725913e-59
"AT4G13250",6.24896607925058e-64,-0.314847274555956,0.628,0.093,1.28372510166045e-59
"AT4G29010",6.4066413992634e-64,-0.762344377329505,0.656,0.106,1.31611634265068e-59
"AT2G06530",7.13078353004426e-64,-0.477585173945302,0.86,0.199,1.46487686057699e-59
"AT3G01980",8.05860811114716e-64,2.13243991598916,0.445,0.008,1.65547986427296e-59
"AT2G47320",8.2370644278633e-64,-0.633829037347615,0.634,0.095,1.69214014541596e-59
"AT4G33980",8.30473109578273e-64,-0.485600152917085,0.659,0.108,1.70604090900665e-59
"AT2G32230",8.44525199186448e-64,4.18470137460626,0.439,0.006,1.73490811668872e-59
"AT5G27930",8.53443551471462e-64,1.21264826474609,0.479,0.025,1.75322908778782e-59
"AT1G27510",9.66246787742036e-64,0.418889569141473,0.488,0.03,1.98496077605846e-59
"AT2G47640",1.03077788330015e-63,0.291435360044078,0.503,0.036,2.11752700566351e-59
"AT2G33700",1.37423613630084e-63,-0.277025029595121,0.557,0.061,2.82309329480281e-59
"AT1G60010",1.37538246785576e-63,2.11411555215471,0.443,0.008,2.82544820371609e-59
"AT2G04039",1.3829747264282e-63,1.51619680848562,0.455,0.015,2.84104498050144e-59
"AT1G73110",1.56384331544237e-63,0.909988064026937,0.457,0.015,3.21260332291327e-59
"AT5G47200",1.56404106270315e-63,-0.462516544171306,0.871,0.201,3.21300955511108e-59
"AT3G61190",1.75126266005086e-63,0.402333766216811,0.815,0.192,3.59761888254249e-59
"AT2G23320",1.8481370896258e-63,-0.626716947779154,0.813,0.175,3.79662802321829e-59
"AT2G17040",2.06865480192653e-63,2.49378999797921,0.48,0.027,4.24963755959767e-59
"AT5G54980",2.13436781976033e-63,1.47006319615373,0.447,0.011,4.38463181213365e-59
"AT5G16060",2.19463554769273e-63,0.482291479134891,0.47,0.021,4.50843980562517e-59
"AT3G48990",2.54819921012035e-63,-0.802767388507661,0.708,0.131,5.23476563735024e-59
"AT1G70810",2.68755201271255e-63,-0.263906809846867,0.527,0.049,5.52103809971538e-59
"AT4G08980",2.76142291782896e-63,1.10367836518065,0.456,0.015,5.67279110009604e-59
"AT5G44190",2.95105177788752e-63,2.42669542688203,0.437,0.006,6.06234566731433e-59
"AT1G52980",2.95246347138059e-63,1.0384071608021,0.458,0.017,6.06524570925715e-59
"AT3G50360",3.46549551776152e-63,-0.264309844555131,0.57,0.068,7.11916744213749e-59
"AT3G13450",3.72365673973444e-63,0.571425905742015,0.469,0.021,7.64950804043646e-59
"AT3G06650",3.74531673927616e-63,1.00510485140388,0.458,0.017,7.69400417749502e-59
"AT5G08570",3.83862979426808e-63,2.07375565015034,0.446,0.011,7.88569718636491e-59
"AT3G01790",4.14482945096225e-63,1.12328210851137,0.46,0.017,8.51472314111175e-59
"AT2G03420",4.39654732257986e-63,1.57838647400805,0.441,0.008,9.0318271647758e-59
"AT1G12910",4.41172893278928e-63,1.11893509206663,0.462,0.019,9.06301474662901e-59
"AT4G03030",4.51472454173599e-63,0.523346076623951,0.519,0.044,9.27459862608824e-59
"AT2G26060",4.59328555349888e-63,0.981673484396879,0.462,0.019,9.43598651255276e-59
"AT4G13670",5.04391248605616e-63,1.70714777143382,0.445,0.011,1.03617094201052e-58
"AT2G01220",5.21126762063898e-63,2.73526130122021,0.436,0.006,1.07055070730787e-58
"AT5G55280",5.42803488202289e-63,0.89283629570745,0.457,0.017,1.11508120581396e-58
"AT4G04614",5.69467793400347e-63,1.01221462332811,0.448,0.013,1.16985768798233e-58
"AT3G55760",5.94229288253064e-63,1.38351648852839,0.454,0.015,1.22072522685827e-58
"AT5G57015",6.43824404823519e-63,0.924668370731835,0.466,0.021,1.32260847482895e-58
"AT2G35470",6.92835672844883e-63,1.64118582397052,0.435,0.006,1.42329232272524e-58
"AT1G53290",7.7072678027303e-63,0.78955652554511,0.472,0.023,1.58330402471489e-58
"AT5G55850",7.92605754150204e-63,-0.697758799150634,0.811,0.175,1.62825000075076e-58
"AT4G17486",8.19258540618114e-63,-0.83894652961471,0.619,0.091,1.68300281999179e-58
"AT1G12050",8.22355336642755e-63,0.531593114537667,0.476,0.025,1.68936456806521e-58
"AT3G47833",8.80000874334099e-63,0.293518773756484,0.49,0.032,1.80778579614454e-58
"AT3G55440",1.11804492657012e-62,0.909467163469418,0.996,0.37,2.29679969265301e-58
"AT4G17870",1.13488004263625e-62,-0.259982065131865,0.531,0.051,2.33138407158765e-58
"AT2G17265",1.14856908765347e-62,0.998288165738304,0.453,0.015,2.35950547676652e-58
"AT1G79700",1.16050031120916e-62,0.74762600645302,0.453,0.015,2.38401578931697e-58
"AT4G32030",1.20381245871691e-62,-0.265043035698713,0.544,0.057,2.47299193394214e-58
"AT1G28960",1.244189399365e-62,0.804165658624646,0.471,0.023,2.55593828311552e-58
"AT1G74560",1.41051569695027e-62,1.43662585746841,0.466,0.021,2.89762239624493e-58
"AT5G20140",1.53937332721484e-62,1.38268367700372,0.452,0.015,3.16233462609745e-58
"AT4G27450",1.6121697125104e-62,0.603216589840941,0.484,0.03,3.31188024041011e-58
"AT2G42390",1.72075779817359e-62,0.865650532576659,0.456,0.017,3.53495274478801e-58
"AT1G73170",1.72666992037751e-62,0.886836370193996,0.456,0.017,3.54709801743152e-58
"AT3G22890",1.77617274784506e-62,-0.530729963951079,0.837,0.19,3.6487916758981e-58
"AT5G52210",1.9069494360542e-62,0.701141270087324,0.473,0.025,3.91744622648614e-58
"AT2G18250",2.29736988945746e-62,1.38269197023423,0.455,0.017,4.71948696391246e-58
"AT4G37925",2.4057780059763e-62,0.999822310852313,0.446,0.013,4.94218975767711e-58
"AT1G80500",2.62337813530116e-62,0.707612985071753,0.465,0.021,5.38920570334918e-58
"AT2G18730",3.06121885455271e-62,1.13859174409157,0.455,0.017,6.28866189290764e-58
"AT1G62850",3.24672805315903e-62,0.692916775602466,0.45,0.015,6.6697534396046e-58
"AT4G34215",3.54927158617233e-62,1.08348566544092,0.462,0.021,7.29126861947382e-58
"AT5G64160",3.71069217114613e-62,0.410601931344141,0.505,0.04,7.62287492718549e-58
"AT5G62700",4.2403286891112e-62,1.12958540735306,0.445,0.013,8.71090722604114e-58
"AT3G13550",4.72721435776464e-62,1.21263632956486,0.448,0.015,9.7111164551559e-58
"AT3G57890",5.07600903605072e-62,0.552109593475394,0.463,0.021,1.0427645362759e-57
"AT4G05150",5.1846279513189e-62,-0.745567514512839,0.599,0.085,1.06507812003944e-57
"AT5G58005",5.46854394562824e-62,0.829500283807613,0.468,0.023,1.12340298275041e-57
"AT4G27760",5.78101224889836e-62,1.43754913171294,0.435,0.008,1.18759334629119e-57
"AT2G25605",5.97874726259125e-62,0.779707465821667,0.458,0.019,1.22821405015412e-57
"AT5G03300",5.99046844493128e-62,1.14724351326106,0.449,0.015,1.23062193264223e-57
"AT1G74840",6.35698728564686e-62,1.73087945954285,0.438,0.011,1.30591589809043e-57
"AT5G61600",6.67385492471796e-62,2.57581257971374,0.43,0.006,1.37101001718481e-57
"AT3G06790",6.719149646126e-62,4.65411633403272,0.421,0.002,1.38031491180366e-57
"AT2G38710",7.74529123235027e-62,2.33758009079125,0.448,0.015,1.59111517786172e-57
"AT3G05000",8.27581769360553e-62,1.26585570769528,0.448,0.015,1.70010122879738e-57
"AT2G35240",8.52199658503491e-62,1.85635205221711,0.439,0.011,1.75067375846372e-57
"AT5G58680",8.66618922276969e-62,1.40048715820516,0.471,0.025,1.78029525203358e-57
"AT3G20770",9.20083060264597e-62,-0.429046129568027,0.547,0.061,1.89012663070156e-57
"AT4G35260",9.61897173121714e-62,0.324476518639077,0.498,0.038,1.97602536274394e-57
"AT5G04850",1.04844340650466e-61,0.78449884886624,0.457,0.019,2.15381728998253e-57
"AT1G66430",1.19022758619527e-61,2.0252991728363,0.433,0.008,2.44508453032095e-57
"AT5G51550",1.19450292074576e-61,2.20535203628717,0.443,0.013,2.45386735008801e-57
"AT5G18790",1.51910186747881e-61,1.82586229243521,0.438,0.011,3.12069096636172e-57
"AT4G35785",1.53584161755949e-61,2.1231196239889,0.436,0.011,3.15507943495246e-57
"AT1G13320",1.70417039068533e-61,0.876283026102,0.456,0.019,3.50087723358487e-57
"AT1G02870",1.762698255431e-61,2.3028279486946,0.433,0.008,3.62111102613191e-57
"AT5G05750",1.83346517833748e-61,1.01958276411775,0.456,0.019,3.76648751585868e-57
"AT1G77180",1.8381640028327e-61,-0.788758312395526,0.616,0.093,3.77614031101921e-57
"AT5G23440",1.88656933631321e-61,0.497679736967838,0.47,0.025,3.87557938758823e-57
"AT5G13810",1.94546629377316e-61,-0.790662756033541,0.61,0.091,3.99657140729819e-57
"AT5G11950",2.20583036866201e-61,1.66651753187113,0.439,0.013,4.53143732634236e-57
"AT4G21120",2.34456483231456e-61,-7.36883725018756,0.031,0.264,4.8164395350238e-57
"AT3G60190",2.35258142169981e-61,-0.335679231426369,0.542,0.059,4.83290801459792e-57
"AT4G38680",2.59764106260726e-61,1.36270675097604,0.446,0.015,5.33633403491409e-57
"AT5G37850",2.62203964793317e-61,2.02086412350705,0.434,0.011,5.38645604874912e-57
"AT3G09300",2.79145956969212e-61,0.73222263499061,0.473,0.027,5.73449539401851e-57
"AT5G64130",2.84182879038515e-61,0.319964941658476,0.986,0.271,5.83796888408822e-57
"AT4G33500",3.05108355324488e-61,1.37969909552809,0.441,0.013,6.26784094343096e-57
"AT5G46630",3.13737159439525e-61,-0.431477918303862,0.535,0.057,6.44510246636616e-57
"AT1G56450",3.44764490819677e-61,-0.492197568188459,0.508,0.044,7.08249693490863e-57
"AT5G46750",3.62129601917801e-61,0.473628204074347,0.472,0.027,7.4392284121974e-57
"AT1G01730",3.70160850255093e-61,1.03310034112736,0.475,0.03,7.60421434679038e-57
"AT4G16330",4.01372634594031e-61,1.07564518875493,0.44,0.013,8.24539803246519e-57
"AT5G08080",4.12431364401972e-61,0.433696094027635,0.463,0.023,8.47257751890971e-57
"AT2G20690",4.28568541533533e-61,0.796982162970673,0.454,0.019,8.80408354872336e-57
"AT1G03860",4.54797660894462e-61,1.05759910637379,0.449,0.017,9.34290834775494e-57
"AT3G24503",4.81409815996242e-61,0.527524171333901,0.495,0.038,9.8896018500108e-57
"AT3G63260",4.82989521270966e-61,0.310152350669785,0.488,0.036,9.92205373546946e-57
"AT5G39340",5.01995887927788e-61,0.56897996426408,0.463,0.023,1.03125015257006e-56
"AT3G52860",5.0454854850743e-61,1.97688504109977,0.433,0.011,1.03649408319881e-56
"AT5G57440",5.55358470695122e-61,2.31106150099726,0.421,0.004,1.14087290634899e-56
"AT5G14170",5.63385693661711e-61,0.487746652741662,0.466,0.025,1.15736323048925e-56
"AT3G62750",7.09210259421583e-61,-0.349727802598854,0.531,0.055,1.45693063592976e-56
"AT3G44880",7.1252748558834e-61,-0.489412716747381,0.527,0.053,1.46374521364413e-56
"AT4G37000",8.73775238681224e-61,0.629219717026758,0.448,0.017,1.79499647282284e-56
"AT4G14145",9.62330258323673e-61,6.54775313751087,0.41,0,1.97691504967432e-56
"AT1G20090",1.13681179655114e-60,1.37050045759488,0.445,0.017,2.33535247365501e-56
"AT2G37970",1.20756968511065e-60,0.316172514881601,0.486,0.036,2.48071040412281e-56
"AT1G18070",1.27758421226006e-60,-0.498063839431612,0.636,0.104,2.62454124724584e-56
"AT4G31820",1.35232716001555e-60,0.700148226883558,0.465,0.025,2.77808568481995e-56
"AT1G80230",1.39405573177106e-60,0.627444675137173,0.474,0.03,2.86380868977729e-56
"AT5G37055",1.52794296855162e-60,1.2873882694868,0.445,0.017,3.13885324029558e-56
"AT1G23310",1.58588172663843e-60,0.813823018713085,0.995,0.383,3.25787683103332e-56
"AT2G26980",1.71373867394689e-60,0.983415667594607,0.451,0.019,3.5205333578891e-56
"AT1G13690",1.97771393488859e-60,1.45114284626122,0.431,0.011,4.06281773644162e-56
"AT3G05520",2.07586053577026e-60,0.830878176154983,0.444,0.017,4.26444029863285e-56
"AT4G18975",2.15192160214707e-60,0.450288646646552,0.46,0.023,4.42069254729073e-56
"AT3G62980",2.15552966074039e-60,1.27159962538274,0.436,0.013,4.42810458205898e-56
"AT2G19540",2.18005156812201e-60,1.49114524169772,0.45,0.019,4.47847993639305e-56
"ATCG00770",2.25066660658452e-60,-0.921260728057255,0.66,0.116,4.62354440990658e-56
"AT1G10760",2.43234873707861e-60,-0.89800172120921,0.778,0.169,4.9967740105806e-56
"AT1G56460",2.57789090730439e-60,3.24680297920486,0.413,0.002,5.29576129087541e-56
"AT1G31180",2.63419218391371e-60,1.4613532515982,0.443,0.017,5.41142100341394e-56
"AT1G75380",2.73252229777134e-60,0.879411767186251,0.995,0.397,5.61342055631166e-56
"AT5G20650",3.07415690631956e-60,-0.789868290784158,0.814,0.184,6.31524053265228e-56
"AT5G25930",3.19632269187334e-60,-5.24685628182841,0.339,0.579,6.5662057059154e-56
"AT4G01040",3.40027562958807e-60,-0.320928288943981,0.507,0.047,6.98518622586278e-56
"AT4G37280",3.46915074115711e-60,1.36390453476091,0.443,0.017,7.12667636755906e-56
"AT5G63620",3.7795620827823e-60,1.06191494786715,0.435,0.013,7.76435438665967e-56
"AT3G17040",3.79249137197165e-60,0.768120372344253,0.435,0.013,7.79091502544137e-56
"AT2G28720",4.17696342398759e-60,2.154755884474,0.428,0.011,8.58073596189771e-56
"AT3G04600",4.50666873027924e-60,1.76960270762782,0.421,0.006,9.25804957261264e-56
"AT4G28830",4.50667168591001e-60,2.26989367533688,0.421,0.006,9.25805564436494e-56
"AT1G10700",4.82054185198159e-60,0.463592968566678,0.458,0.023,9.90283912652578e-56
"AT3G12630",4.96516010589779e-60,-0.74560460711914,0.833,0.192,1.01999284055458e-55
"AT1G04690",5.04573565277034e-60,0.445832662797391,0.478,0.034,1.03654547514861e-55
"AT5G53140",5.11821916347227e-60,1.94499736792668,0.437,0.015,1.05143576275211e-55
"AT2G42740",5.18732185996187e-60,2.43763325938952,0.423,0.008,1.06563152969197e-55
"AT5G62290",5.48830074027193e-60,1.44337391597423,0.437,0.015,1.12746162107406e-55
"AT5G57370",7.27946793262397e-60,2.62224616076176,0.438,0.015,1.49542109739894e-55
"AT4G30480",7.33347318191733e-60,1.04612384947756,0.438,0.015,1.50651539576128e-55
"AT4G21790",7.54432027194109e-60,-0.722769366961261,0.803,0.18,1.54982971346486e-55
"AT1G79390",7.70437392006547e-60,1.14852529889499,0.452,0.021,1.58270953439905e-55
"AT3G59490",7.86164737931208e-60,1.73588798285495,0.419,0.006,1.61501822113208e-55
"AT2G25250",8.10954031915094e-60,-0.624113216374619,0.655,0.116,1.66594286776318e-55
"AT4G33380",8.52322546792442e-60,0.4481171839697,0.482,0.036,1.75092620787571e-55
"AT3G51800",8.83663165347205e-60,0.824801756919023,0.446,0.019,1.81530924057276e-55
"AT3G57280",8.85809822051076e-60,-0.712757247151585,0.618,0.097,1.81971911743953e-55
"AT1G76490",1.09690665419824e-59,-0.509628842708033,0.863,0.205,2.25337533971945e-55
"AT5G54810",1.11828295480223e-59,-0.548785322587738,0.872,0.211,2.29728867405023e-55
"AT4G23760",1.13156771054681e-59,2.17343923320736,0.423,0.008,2.32457954777632e-55
"AT3G45730",1.40550671232678e-59,1.3636679971003,0.567,0.082,2.88733243913291e-55
"AT3G17668",1.44514705132964e-59,0.907183400385741,0.439,0.017,2.96876558754649e-55
"AT5G14060",1.45250354409973e-59,0.797720699898912,0.439,0.017,2.98387803064407e-55
"AT4G22820",1.46999312499201e-59,-0.632447173872746,0.719,0.144,3.01980687667109e-55
"AT1G76020",1.4891272425102e-59,-0.470796881608772,0.569,0.076,3.0591140942887e-55
"AT3G15690",1.92673993593554e-59,1.11150084155675,0.441,0.017,3.95810185039238e-55
"AT5G46160",1.95235390329559e-59,1.01490832110264,0.445,0.019,4.01072062354012e-55
"AT5G19030",1.9801253741792e-59,1.50577541190092,0.431,0.013,4.06777155617634e-55
"AT3G13740",2.05704272100467e-59,1.43729159413211,0.422,0.008,4.2257828617599e-55
"AT5G67500",2.53314557459341e-59,-0.285540428737401,0.537,0.061,5.20384095388724e-55
"AT2G34600",2.59351128704624e-59,2.54346603282178,0.433,0.015,5.32785023697909e-55
