"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"AT1G53430",5.95652704061385e-20,-4.98525697059683,0.16,0.302,1.2236493499533e-15
"AT1G15420",6.72628025464089e-20,-1.85491552841079,0.291,0.066,1.38177975271088e-15
"AT5G42570",6.87093167078939e-20,-3.03205654618649,0.786,0.598,1.41149549313026e-15
"AT2G17220",7.17547813327573e-20,-1.53035666898109,0.335,0.089,1.47405847291883e-15
"AT5G42560",8.29914265468134e-20,-1.46102859283688,0.27,0.055,1.70489287555119e-15
"AT3G57450",8.77724592056923e-20,0.354380430486418,0.991,0.577,1.80310962946254e-15
"AT4G38550",9.17153151807651e-20,-2.17822312699536,0.51,0.173,1.88410771975846e-15
"AT5G11670",9.98710317780684e-20,-1.96100038412647,0.946,0.649,2.05165060581686e-15
"AT2G39780",1.27411551542677e-19,-1.72336308372494,0.338,0.091,2.61741550334122e-15
"AT1G11960",1.33163814366399e-19,-1.69569134737611,0.472,0.156,2.73558423852894e-15
"AT5G63160",1.38472217430072e-19,-1.89119757682051,0.426,0.135,2.84463476266596e-15
"AT4G10140",1.41915543277214e-19,-1.68638445837041,0.35,0.097,2.91537100554382e-15
"AT4G38250",2.0115794939928e-19,-2.05312631676235,0.545,0.192,4.13238775450941e-15
"AT1G66970",2.01262385557449e-19,-2.11149981359634,0.525,0.182,4.13453318650668e-15
"AT1G28580",2.01384099119733e-19,-0.941910399521311,0.258,0.051,4.13703354821668e-15
"AT1G07650",2.11652313707914e-19,-1.22079307835046,0.262,0.053,4.34797348050169e-15
"AT2G24500",2.14201964222253e-19,-1.85403399394061,0.556,0.197,4.40035095101774e-15
"AT1G05720",2.54665473399763e-19,-1.5922936384994,0.285,0.066,5.23159282005133e-15
"AT3G07700",2.81057197109214e-19,-1.56950210328598,0.31,0.078,5.77375800021459e-15
"AT3G44860",3.38040031101225e-19,-0.28973836014145,0.655,0.266,6.94435635891247e-15
"AT3G05280",3.86729748940939e-19,-1.60684456707114,0.289,0.068,7.94458923249371e-15
"AT2G41410",3.92443823093677e-19,-1.07383211944086,0.386,0.118,8.06197345781342e-15
"AT5G11960",5.63618581926089e-19,-1.48806585528202,0.288,0.068,1.15784165285076e-14
"AT3G56050",5.80625513192748e-19,-2.0195463529125,0.475,0.161,1.19277899175186e-14
"AT4G19960",6.0795459277395e-19,-1.86742539067757,0.296,0.072,1.24892111993552e-14
"AT3G08530",6.64151811543923e-19,-1.7389506760491,0.287,0.068,1.36436706645468e-14
"AT5G57110",6.96216637465491e-19,-1.81061813320657,0.262,0.055,1.43023783834536e-14
"AT1G77840",7.10040789321303e-19,-1.77694346193251,0.253,0.051,1.45863679350275e-14
"AT5G38630",7.82228550675551e-19,-1.98998776512421,0.373,0.112,1.60693211165278e-14
"AT4G25720",7.99437747151271e-19,-2.19389088120599,0.379,0.114,1.64228496397286e-14
"AT3G55830",8.20431369732638e-19,-1.92149553265809,0.434,0.142,1.68541216284176e-14
"AT5G42020",8.9494126265364e-19,-6.49154222966748,0.118,0.254,1.83847783586937e-14
"AT2G17705",9.01711871079593e-19,-1.79767219645604,0.384,0.118,1.85238669675881e-14
"AT2G07698",9.05751951225091e-19,-1.94743446936527,0.637,0.235,1.8606862334017e-14
"AT4G02370",9.71850016607543e-19,-1.8737454181036,0.705,0.264,1.99647148911688e-14
"AT1G22280",1.26998339649019e-18,-1.92519978225028,0.702,0.264,2.60892689140979e-14
"AT5G16990",1.28284048037279e-18,-1.71370956563308,0.276,0.063,2.63533919882983e-14
"AT1G76700",1.39261740938403e-18,-1.51918896835513,0.297,0.074,2.86085394409762e-14
"AT1G57765",1.51138589825349e-18,-1.90122344594728,0.279,0.066,3.10484005078215e-14
"AT3G47550",1.54080302596386e-18,-2.03153708728144,0.462,0.156,3.16527165623756e-14
"AT1G48440",1.90402092658349e-18,-1.59520505164859,0.848,0.319,3.91143018948046e-14
"AT4G13270",1.91910274301679e-18,-1.884822040357,0.304,0.078,3.94241276497939e-14
"AT2G44500",2.10529001959471e-18,-2.0375442093399,0.603,0.222,4.32489728725342e-14
"AT1G29470",2.12528136466978e-18,-2.16480705022289,0.443,0.148,4.36596550744113e-14
"AT3G47800",2.34937282264341e-18,-1.97958832879431,0.759,0.285,4.82631658955635e-14
"AT3G51730",2.44632410166023e-18,-1.17957707969084,0.927,0.351,5.0254836020406e-14
"AT5G35690",3.12783664245468e-18,-1.776367633662,0.282,0.068,6.42551481459464e-14
"AT1G69750",3.69426733169834e-18,-2.68482493120836,0.472,0.163,7.5891333795079e-14
"AT3G19970",3.70583737931202e-18,-1.91012372937654,0.439,0.148,7.61290172832069e-14
"AT2G25520",4.03989483595703e-18,-2.05479331514574,0.375,0.116,8.29915596150653e-14
"AT1G70420",4.82966760056211e-18,-0.973365618781303,0.829,0.321,9.92158615183474e-14
"AT3G14067",5.25757391211146e-18,-1.97914334991636,0.725,0.275,1.08006340876506e-13
"AT5G08500",6.33898035902429e-18,-1.59053205464472,0.302,0.08,1.30221673515436e-13
"AT1G35620",7.12960465725067e-18,-1.64456060894869,0.273,0.066,1.46463468473901e-13
"AT4G37640",7.85565761341578e-18,-4.81861275601173,0.246,0.362,1.613787743524e-13
"AT2G34250",7.90676918779599e-18,-3.62250441144196,0.747,0.575,1.62428759424893e-13
"AT4G14420",8.66760890975133e-18,-2.31777004197207,0.542,0.197,1.78058689833022e-13
"AT3G08650",8.94733821678132e-18,-2.14299121637793,0.574,0.211,1.83805168987339e-13
"AT3G59350",9.56467873043946e-18,-0.439358017674652,0.954,0.395,1.96487195159418e-13
"AT1G04260",1.04492744669312e-17,-1.86078079028549,0.288,0.074,2.14659445374168e-13
"AT2G17720",1.08213675443549e-17,-4.53070632184722,0.386,0.444,2.22303353463683e-13
"AT4G16180",1.13469392355581e-17,-1.69256119842466,0.264,0.061,2.33100172716069e-13
"AT4G34240",1.17963952778268e-17,-2.17158732320552,0.41,0.135,2.42333348192395e-13
"AT5G64260",1.19387385860052e-17,-1.1814501852556,0.869,0.34,2.45257506772305e-13
"AT5G18630",1.24938201862374e-17,-1.66178571336008,0.304,0.082,2.56660548085874e-13
"AT1G27290",1.38775095426037e-17,-1.96642869779196,0.537,0.197,2.85085678533709e-13
"ATMG01360",1.3903777574294e-17,-1.86250075257387,0.741,0.283,2.85625302708722e-13
"AT2G32150",1.60129275905294e-17,-0.321666250059428,0.876,0.374,3.28953571492246e-13
"AT4G27520",1.91875586999001e-17,-0.488648246582293,0.935,0.383,3.94170018372048e-13
"AT5G35460",2.04903710297845e-17,-2.04885545337934,0.514,0.186,4.20933692064863e-13
"AT2G28305",2.20731306420217e-17,-1.93970774174219,0.442,0.152,4.53448322779052e-13
"AT1G75280",2.25608131632404e-17,-1.12335260893983,0.277,0.07,4.63466784812448e-13
"AT4G39090",2.93740621930007e-17,-1.08855255183532,0.994,0.683,6.03431359630814e-13
"AT1G69980",3.07749000232092e-17,-2.02804921352147,0.379,0.123,6.32208771176787e-13
"AT1G70330",3.34693662229654e-17,-2.05580900833327,0.31,0.087,6.87561190318379e-13
"AT5G23575",3.41044829442898e-17,-2.17318890623667,0.376,0.121,7.00608393124546e-13
"AT4G01360",4.06156320426463e-17,-0.541420937476343,0.555,0.22,8.34366929052082e-13
"AT5G16780",4.22932844598493e-17,-2.02274420488242,0.342,0.104,8.68830942658685e-13
"AT1G62790",4.35197132688477e-17,-2.23245233706209,0.359,0.112,8.94025469681938e-13
"AT1G66580",4.81628715818938e-17,-0.533721692181894,0.994,0.896,9.89409870906845e-13
"AT1G65270",5.58388758118857e-17,-1.95396884049328,0.362,0.114,1.14709802580357e-12
"AT1G09250",5.820934824884e-17,-1.61019412599952,0.266,0.066,1.19579464107592e-12
"AT3G11820",6.9963068355214e-17,-0.801867701786723,0.939,0.372,1.43725131322116e-12
"AT1G29330",7.00107481525808e-17,-1.9286527445107,0.407,0.137,1.43823079929847e-12
"AT1G12360",7.17012088881505e-17,-2.29877478202173,0.302,0.085,1.47295793418927e-12
"AT3G07680",9.82086712918003e-17,-2.09403574906329,0.719,0.277,2.01750073434745e-12
"AT1G76670",1.14932322271806e-16,-2.34963943480529,0.507,0.186,2.36105469642971e-12
"AT1G65490",1.17100284721236e-16,-0.745416913748496,0.258,0.063,2.40559114902835e-12
"ATCG00040",1.21850967173576e-16,-0.604227991878697,0.966,0.391,2.50318441864678e-12
"AT2G07671",1.5161968848539e-16,-3.95738136365683,0.511,0.495,3.11472326055538e-12
"AT5G25265",1.74402578660035e-16,-2.02609253053956,0.645,0.249,3.58275217341309e-12
"AT5G01800",2.0437741263055e-16,-2.16988948686342,0.617,0.237,4.19852518766938e-12
"AT2G29420",2.70474568263911e-16,-3.2706631541452,0.611,0.533,5.55635905584553e-12
"AT1G09645",3.17536406992131e-16,-1.95002575845747,0.337,0.106,6.52315040883934e-12
"AT5G27520",3.32666971141286e-16,-1.79859839409632,0.653,0.256,6.83397758815545e-12
"AT1G67865",3.98869627610674e-16,-4.50465521715463,0.284,0.378,8.19397876000607e-12
"AT1G72510",4.48894339780082e-16,-1.97921815360496,0.498,0.186,9.22163642210223e-12
"AT1G66760",4.57631957869425e-16,-1.22200960268958,0.396,0.137,9.40113331051159e-12
"AT2G38790",5.00304650113036e-16,-0.648510387293746,0.378,0.131,1.02777584272721e-11
"AT3G13720",5.25678881079874e-16,-1.88339622385934,0.273,0.074,1.07990212540238e-11
"AT2G31570",5.92536165216037e-16,-1.41103065450347,0.281,0.078,1.2172470442033e-11
"AT5G13640",6.27152995591122e-16,-1.88708740801631,0.289,0.082,1.28836039884284e-11
"AT2G31200",6.67026013499079e-16,-1.76324689167873,0.257,0.066,1.37027153953116e-11
"AT1G14010",7.78553199864864e-16,-2.01642327134511,0.253,0.063,1.59938183848239e-11
"AT2G02040",7.81281065591481e-16,-1.86593604101232,0.261,0.068,1.60498569304458e-11
"AT2G44490",9.32840430967564e-16,-1.43514142950059,0.813,0.321,1.91633409733667e-11
"AT3G44100",9.78862325081477e-16,-2.11345521943269,0.595,0.23,2.01087687441488e-11
"AT1G79930",9.93273968882148e-16,-1.91622226172722,0.251,0.063,2.0404827142746e-11
"AT1G62300",1.06721573786296e-15,-4.78986486649014,0.132,0.254,2.19238129029187e-11
"AT2G27260",1.07318183792668e-15,-1.85664450357195,0.26,0.068,2.20463744965277e-11
"AT1G13990",1.07626590912641e-15,-1.85818225657602,0.423,0.152,2.21097305711838e-11
"AT5G11970",1.17039751342435e-15,-2.24623340213308,0.324,0.101,2.40434761182763e-11
"AT3G13110",1.37058188709375e-15,-1.99395734333197,0.291,0.085,2.8155863706567e-11
"AT5G19000",1.4041920395376e-15,-2.06674199281195,0.299,0.089,2.8846317068221e-11
"AT1G68600",1.78266040483381e-15,-1.67734167113095,0.25,0.063,3.6621192696501e-11
"AT5G57330",1.80013311342797e-15,-1.95446291161833,0.309,0.095,3.69801345491509e-11
"AT3G25220",1.95666729230747e-15,-3.69394927486833,0.799,0.577,4.01958161858724e-11
"AT1G72520",2.13382523222706e-15,-2.54674683881256,0.773,0.584,4.38351717456404e-11
"AT4G26240",2.5828757680132e-15,-1.87253923948141,0.26,0.07,5.30600169022952e-11
"AT5G63810",2.86035589821556e-15,-2.16289151154031,0.325,0.104,5.87602912170422e-11
"AT1G24145",3.01991167944201e-15,-1.03532749949625,0.703,0.292,6.20380456307772e-11
"AT1G24140",3.80188331295849e-15,-1.91380058498028,0.619,0.245,7.81020888981062e-11
"ATCG00720",4.03227978840288e-15,-0.575754515660418,0.997,0.852,8.28351236931604e-11
"AT1G04970",4.14373914273834e-15,-1.57684780538652,0.25,0.066,8.51248332092737e-11
"AT4G11220",5.13386930052934e-15,-1.53611835217057,0.771,0.309,1.05465077040774e-10
"AT1G80950",5.18015300403535e-15,-2.16668890126921,0.322,0.104,1.06415883161898e-10
"AT5G13180",5.33923413661157e-15,-1.97710929941812,0.334,0.11,1.09683886868411e-10
"AT4G37990",5.62431192704901e-15,-4.46373690561444,0.25,0.349,1.15540239917368e-10
"AT3G06420",6.32135495473778e-15,-2.14949897754422,0.354,0.121,1.29859594835178e-10
"AT4G23190",7.14979289432201e-15,-3.74975378262276,0.615,0.522,1.46878195428057e-10
"AT4G24330",7.7739797628013e-15,-2.31980911036796,0.307,0.097,1.59700866267227e-10
"AT3G48570",7.98068867288803e-15,-2.46098389595792,0.451,0.169,1.63947287407139e-10
"AT5G45710",8.06355379746613e-15,-2.21511504657111,0.256,0.07,1.65649585661347e-10
"AT3G61980",8.44514386888305e-15,-2.15564594178906,0.578,0.228,1.73488590498464e-10
"AT3G05010",8.67390878586247e-15,-1.8857547391593,0.251,0.068,1.78188108187973e-10
"AT1G10950",9.79616576083996e-15,-1.87277841678476,0.263,0.074,2.01242633224935e-10
"AT5G56980",1.17835695457074e-14,-1.44741930736559,0.922,0.653,2.42069869177467e-10
"AT3G06170",1.30890686414925e-14,-2.371063351191,0.466,0.178,2.6888873710218e-10
"AT1G42990",1.54756092544747e-14,-3.01015641204027,0.781,0.573,3.17915440914674e-10
"AT3G19010",1.77925539003605e-14,-1.71274482289757,0.528,0.209,3.65512434775106e-10
"AT1G28480",1.89308523239637e-14,-1.82479300523115,0.303,0.097,3.88896499291186e-10
"AT5G27430",1.9104846206026e-14,-2.44379464416075,0.487,0.188,3.92470855610391e-10
"AT4G31860",1.95048144773668e-14,-2.59691611717519,0.297,0.093,4.00687403808547e-10
"AT4G02410",1.95253237153215e-14,-1.93356901639159,0.264,0.076,4.0110872508385e-10
"AT1G19380",2.22388690701936e-14,-1.9503415031072,0.929,0.619,4.56853087308986e-10
"AT2G03120",2.28161940571504e-14,-1.93119837847647,0.251,0.07,4.6871307451604e-10
"AT5G64750",2.33987648103967e-14,-1.70343606481799,0.588,0.239,4.8068082549998e-10
"AT4G18950",2.41298314661871e-14,-1.11099405127086,0.959,0.7,4.95699127809883e-10
"AT1G10585",2.44285598920112e-14,-4.8100660461147,0.207,0.313,5.01835905861587e-10
"AT5G64740",2.58011293355576e-14,-2.25087563321254,0.385,0.14,5.30032599940359e-10
"AT1G29340",2.90588438196852e-14,-1.89802426661816,0.69,0.279,5.96955828587792e-10
"AT3G53420",3.07536257714934e-14,-0.499489231107678,0.932,0.406,6.31771734223789e-10
"AT1G27760",3.54473801365172e-14,-1.80666713528184,0.305,0.099,7.28195530144472e-10
"AT5G01750",3.6385715799756e-14,-1.18239741496772,0.959,0.685,7.47471759674388e-10
"AT3G02750",4.36564003685563e-14,-2.25844157094274,0.261,0.076,8.96833432771251e-10
"AT5G16550",4.54112373822129e-14,-1.94096568791203,0.253,0.072,9.32883049542799e-10
"AT1G18260",4.86009763145914e-14,-2.29491473725581,0.265,0.078,9.98409856430652e-10
"AT2G32380",4.88678450339496e-14,-2.28089690355984,0.285,0.089,1.00389214053243e-09
"AT4G12650",5.18782487660691e-14,-2.18878686776877,0.268,0.08,1.06573486440136e-09
"AT1G71697",5.35133117904258e-14,-1.47766539140437,0.929,0.649,1.09932396411072e-09
"ATCG00180",5.50340795868255e-14,-2.0782669842455,0.718,0.292,1.13056509695216e-09
"AT1G13350",6.21829944201477e-14,-2.14955807114642,0.292,0.093,1.2774252543731e-09
"AT2G43290",7.35948680757578e-14,-3.62900649367561,0.466,0.461,1.51185937488029e-09
"AT3G06500",8.270074284055e-14,-1.20475933871689,0.875,0.359,1.69892136017342e-09
"AT2G40890",8.36899073084341e-14,-4.61291355690802,0.273,0.357,1.71924176583716e-09
"AT2G22990",8.86853392057799e-14,-2.3344683626024,0.73,0.296,1.82186292330434e-09
"AT5G64250",9.03085678577719e-14,-2.58776896700763,0.474,0.186,1.85520890950221e-09
"AT5G54860",9.77572846622165e-14,-4.60002152543675,0.231,0.328,2.00822789881591e-09
"AT5G44800",9.79193544971069e-14,-1.99017574053505,0.265,0.08,2.01155729943407e-09
"AT2G39360",9.81974337784938e-14,-4.73667278269111,0.176,0.283,2.0172698821116e-09
"AT5G57990",1.07161923962794e-13,-2.24381795598783,0.296,0.097,2.20142740396767e-09
"AT4G01320",1.33084281277155e-13,-2.19104873710364,0.308,0.104,2.73395039027659e-09
"AT1G09330",1.40715994565921e-13,-2.28829787749426,0.353,0.127,2.89072867636772e-09
"AT5G25440",1.95081332781593e-13,-1.36005431900383,0.288,0.095,4.00755581933226e-09
"AT1G75750",2.19475408399357e-13,-2.34037466205348,0.455,0.486,4.50868331474799e-09
"AT5G45350",2.84492307612576e-13,-1.62304765944924,0.669,0.279,5.84432547528515e-09
"AT2G18700",2.87212050691803e-13,-2.32428380206054,0.389,0.148,5.9001971573617e-09
"AT3G55970",3.11492805178477e-13,-1.1632799868614,0.306,0.106,6.39899669678146e-09
"AT1G33590",3.19433990630866e-13,-2.69086452716557,0.843,0.584,6.56213246952987e-09
"AT1G66160",3.20245685045654e-13,-1.92427358416468,0.722,0.3,6.57880710789287e-09
"AT2G01180",3.62598913005188e-13,-2.38776704485927,0.907,0.6,7.44886946986557e-09
"AT5G55960",4.09574179904459e-13,-2.23199289747464,0.275,0.089,8.4138823777773e-09
"AT1G21750",4.61747449288533e-13,-2.95177880553266,0.453,0.18,9.48567785073434e-09
"AT1G52600",4.80576780085266e-13,-2.71206494511185,0.414,0.161,9.87248879329163e-09
"AT4G31340",6.91058624449451e-13,-2.29769519445238,0.509,0.207,1.41964173220651e-08
"AT1G59590",6.99417667683614e-13,-1.71132252664947,0.3,0.104,1.43681371472245e-08
"AT1G70160",7.11771251440735e-13,-2.29886117864549,0.358,0.133,1.4621916818347e-08
"AT4G36040",9.50577996021964e-13,-1.15472287730413,0.924,0.67,1.95277237722792e-08
"AT3G17780",9.92340612704709e-13,-2.34704026389932,0.406,0.159,2.03856532067928e-08
"AT5G56350",1.11946287544726e-12,-2.3161296502725,0.298,0.104,2.29971258503131e-08
"AT1G78380",1.36906445975124e-12,-1.04400357993157,0.994,0.683,2.81246911966697e-08
"AT1G31580",1.37296156336707e-12,-3.05973440629709,0.686,0.548,2.82047493962498e-08
"AT4G34720",1.40229358674531e-12,-1.36732281170114,0.939,0.381,2.88073171525088e-08
"AT5G08240",1.62391948520862e-12,-2.14131615294088,0.559,0.233,3.33601779846406e-08
"AT3G14660",1.80978229423866e-12,-3.09880637038562,0.806,0.567,3.71783576705449e-08
"AT3G28340",2.46228252484685e-12,-3.42876777547646,0.662,0.524,5.05826699079288e-08
"AT1G12110",2.74292518168934e-12,-2.52983042264861,0.444,0.18,5.63479120074441e-08
"AT1G22200",3.0594945837072e-12,-2.28650765502517,0.295,0.104,6.28511972330969e-08
"AT3G13750",3.27342338217868e-12,-2.16420869362645,0.59,0.249,6.72459365400967e-08
"AT2G47140",3.92341264322263e-12,-0.929590419965455,0.252,0.082,8.05986659297225e-08
"AT1G61890",3.95699323756803e-12,-0.564275932361218,0.954,0.425,8.128851207936e-08
"AT5G40670",4.56607483327839e-12,-2.54803993381814,0.406,0.163,9.38008753000379e-08
"AT5G19230",8.93949028423112e-12,-4.41543483630084,0.236,0.319,1.8364394890896e-07
"AT3G66654",9.41742600970777e-12,-2.35578856140401,0.366,0.144,1.93462182517427e-07
"AT1G73080",1.02263425082049e-11,-3.86466490339209,0.588,0.497,2.10079754146052e-07
"AT4G30350",1.15985505506261e-11,-2.53527130111998,0.367,0.146,2.38269023961511e-07
"AT3G04090",1.47183752475187e-11,-2.39030164624135,0.51,0.216,3.02359582709777e-07
"AT2G02180",2.34382366095153e-11,-2.40336127469805,0.332,0.129,4.81491694669273e-07
"AT2G46330",2.40738202125006e-11,-1.80335148618673,0.964,0.611,4.945484886254e-07
"AT5G03080",2.5201040083983e-11,-2.26871097615959,0.293,0.108,5.17704966445263e-07
"AT3G55840",2.60867804862707e-11,-0.533909204234596,0.792,0.372,5.35900731529459e-07
"AT3G25840",2.62537836848701e-11,-2.259756076616,0.25,0.085,5.39331478238287e-07
"AT5G17000",2.73172605902713e-11,-2.38348859535488,0.761,0.556,5.61178484305943e-07
"AT5G11700",3.54212268773784e-11,-2.21032205591571,0.252,0.087,7.27658263741984e-07
"AT1G03730",3.86543177442894e-11,-2.2642330857144,0.279,0.101,7.94075649420938e-07
"AT3G14050",4.0008494967817e-11,-1.70723097990881,0.784,0.336,8.21894512123865e-07
"AT4G24960",4.61555504248991e-11,-2.33833828443447,0.453,0.192,9.48173472378702e-07
"AT3G51550",5.49776878857979e-11,-2.48186784791834,0.27,0.097,1.12940664223795e-06
"AT3G28450",5.81696113428807e-11,-4.7156108148653,0.164,0.256,1.1949783258168e-06
"AT5G42530",5.85000532919041e-11,-1.39096241693365,0.643,0.581,1.20176659477559e-06
"AT2G40880",6.03982820503085e-11,-0.657971406401819,0.955,0.419,1.24076190815949e-06
"AT5G57655",6.71701823042474e-11,-2.24845649157026,0.591,0.256,1.37987705507615e-06
"AT1G75220",7.38528931705139e-11,-2.3684392169213,0.448,0.19,1.51715998440187e-06
"AT5G03460",8.00661984850515e-11,-1.46146448365214,0.927,0.383,1.64479991547841e-06
"AT3G09440",8.52005013400077e-11,-1.82374250821151,0.662,0.288,1.75027389902778e-06
"AT5G56170",8.54978446725555e-11,-1.71699458605009,0.84,0.353,1.75638222310831e-06
"AT3G05500",1.14896649058429e-10,0.498335986243996,0.976,0.632,2.3603218616073e-06
"AT3G52470",1.15443549536102e-10,-4.27368732681413,0.351,0.385,2.37155683812015e-06
"AT1G01650",1.24711756001316e-10,-2.29976780356681,0.369,0.152,2.56195360353504e-06
"AT2G25430",1.33306240095303e-10,-2.45398112140639,0.281,0.106,2.73851009027781e-06
"AT1G07230",1.35740643721041e-10,-2.543617041316,0.258,0.093,2.78852004396135e-06
"AT5G04990",1.39007566983969e-10,-2.50422826958299,0.331,0.133,2.85563244855168e-06
"ATCG00710",1.60114398786329e-10,-1.11456475798921,0.94,0.404,3.28923009426756e-06
"AT4G33905",1.72125277475999e-10,-1.92830532800884,0.394,0.167,3.53596957518944e-06
"AT5G47220",2.37283149886242e-10,-2.25068183635207,0.389,0.165,4.87450774811306e-06
