"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significant"
"AT2G19160",2.55547621263932e-29,1.47376123496022,0.174,0.099,5.24971478362495e-25,"AT2G19160","Yes"
"AT2G45510",2.71618674112433e-29,1.47900629682722,0.131,0.063,5.5798624222917e-25,"AT2G45510","Yes"
"AT2G04700",2.75059411061858e-29,-0.1905291580791,0.827,0.913,5.65054548144374e-25,"AT2G04700","No"
"AT2G28570",2.86532490326014e-29,3.97939297092316,0.035,0.003,5.88623694876731e-25,"AT2G28570","Yes"
"AT1G04780",2.9400263840682e-29,1.42345226004419,0.24,0.159,6.03969620079131e-25,"AT1G04780","Yes"
"AT1G48540",2.99643918148826e-29,-1.27043091288312,0.039,0.099,6.15558501053132e-25,"AT1G48540","Yes"
"AT1G21830",3.02153503412934e-29,0.939371009320803,0.401,0.329,6.2071394206119e-25,"AT1G21830","Yes"
"AT2G37860",3.08479059196571e-29,-0.46588607355104,0.109,0.198,6.33708531307516e-25,"AT2G37860","No"
"AT3G13224",3.27522918665399e-29,1.19194422080522,0.212,0.131,6.72830331814329e-25,"AT3G13224","Yes"
"AT5G20450",3.28444429263209e-29,-1.80967702611595,0.013,0.056,6.7472339103541e-25,"AT5G20450","Yes"
"AT1G54250",3.31027905191821e-29,1.06916240992322,0.4,0.332,6.80030625635558e-25,"AT1G54250","Yes"
"AT4G26100",3.3375223654954e-29,-0.452517137190181,0.117,0.209,6.8562721954372e-25,"AT4G26100","No"
"AT1G69250",3.38548429968979e-29,1.64475325706243,0.128,0.062,6.95480039685273e-25,"AT1G69250","Yes"
"AT4G02450",3.49199382350922e-29,0.828780580132789,0.615,0.61,7.17360291163498e-25,"AT4G02450","Yes"
"ATCG00540",3.56635727864816e-29,0.351704762884696,0.916,0.946,7.32636775752692e-25,"ATCG00540","No"
"AT1G11310",3.59220539671738e-29,1.13726430999605,0.447,0.388,7.37946754647651e-25,"AT1G11310","Yes"
"AT5G13030",3.65203210796836e-29,0.863772570876532,0.49,0.436,7.5023695593994e-25,"AT5G13030","Yes"
"AT2G30766",3.73977036698502e-29,-1.46646429037668,0.026,0.078,7.68261026489733e-25,"AT2G30766","Yes"
"AT3G19950",3.81535277139791e-29,1.36046883495341,0.272,0.19,7.83787919828273e-25,"AT3G19950","Yes"
"AT1G43170",3.9614786448785e-29,-0.171705052863022,0.699,0.831,8.13806558017391e-25,"AT1G43170","No"
"AT3G05320",3.96384645227285e-29,-0.735636472605137,0.092,0.174,8.14292976690412e-25,"AT3G05320","Yes"
"AT5G40080",4.11142469742433e-29,-0.598713244305255,0.115,0.205,8.44609975591879e-25,"AT5G40080","Yes"
"AT5G38830",4.23664542121006e-29,1.22090726720739,0.279,0.199,8.70334068879182e-25,"AT5G38830","Yes"
"AT3G09600",4.26550080288368e-29,3.06956527991829,0.045,0.007,8.76261829936395e-25,"AT3G09600","Yes"
"AT5G46750",4.46527058967753e-29,0.913748062956894,0.417,0.353,9.17300537237456e-25,"AT5G46750","Yes"
"AT4G13670",4.47246655552081e-29,-0.426819607346826,0.185,0.293,9.1877880450064e-25,"AT4G13670","No"
"AT5G59950",5.35032152931821e-29,0.725584056089431,0.634,0.633,1.09911655176784e-24,"AT5G59950","Yes"
"AT5G40910",5.38815262341227e-29,-1.12150617875953,0.036,0.094,1.10688819342758e-24,"AT5G40910","Yes"
"AT5G47570",5.59524518603363e-29,0.568516054409668,0.747,0.782,1.14943121856689e-24,"AT5G47570","Yes"
"AT5G47910",5.73948256358264e-29,-0.217938004534502,0.483,0.631,1.17906190303678e-24,"AT5G47910","No"
"AT1G35340",6.07340132171259e-29,-0.402466434877114,0.279,0.405,1.24765883351942e-24,"AT1G35340","No"
"AT3G13360",6.1478824410928e-29,-0.659598596012621,0.076,0.152,1.26295948987369e-24,"AT3G13360","Yes"
"AT5G63350",6.30018194661036e-29,-0.730589946056995,0.097,0.18,1.29424637729217e-24,"AT5G63350","Yes"
"AT5G09760",6.41858052002825e-29,-1.11814711836937,0.048,0.111,1.3185689962294e-24,"AT5G09760","Yes"
"AT3G21360",6.69400217176504e-29,-0.580141314751171,0.124,0.216,1.37514886614569e-24,"AT3G21360","Yes"
"AT3G18215",6.93359730348957e-29,-0.409149831984289,0.168,0.273,1.42436889405586e-24,"AT3G18215","No"
"AT2G35960",7.11607412371502e-29,-0.704843919802494,0.058,0.127,1.46185510723478e-24,"AT2G35960","Yes"
"AT3G12210",7.20341768055771e-29,-0.454314551381086,0.131,0.225,1.47979809411697e-24,"AT3G12210","No"
"AT4G26700",7.3511286593868e-29,-0.381036053854515,0.224,0.345,1.51014236049783e-24,"AT4G26700","No"
"AT3G54826",7.51518614388972e-29,1.11993793057386,0.358,0.287,1.54384468953927e-24,"AT3G54826","Yes"
"AT3G20340",7.61082065394717e-29,-0.692173106025551,0.111,0.198,1.56349088694037e-24,"AT3G20340","Yes"
"AT5G27380",7.63175352280182e-29,1.22957969504334,0.448,0.4,1.56779112618918e-24,"AT5G27380","Yes"
"AT1G72900",7.66706488856524e-29,1.61354077028286,0.184,0.109,1.57504514005796e-24,"AT1G72900","Yes"
"AT1G63970",7.95568298794864e-29,-0.161501892793112,0.479,0.632,1.63433595621429e-24,"AT1G63970","No"
"AT5G56850",8.01448988211603e-29,-1.41041677206572,0.038,0.097,1.6464166564831e-24,"AT5G56850","Yes"
"AT3G10940",8.09082795834807e-29,-0.328891401323954,0.178,0.287,1.66209878748344e-24,"AT3G10940","No"
"AT3G09440",8.26140568053607e-29,0.431999026836536,0.781,0.774,1.69714056895252e-24,"AT3G09440","No"
"AT5G16780",8.2670312470576e-29,0.847588692069789,0.476,0.42,1.69829622908304e-24,"AT5G16780","Yes"
"AT3G19720",8.80964414144967e-29,-0.268197351111154,0.199,0.313,1.80976519597801e-24,"AT3G19720","No"
"AT4G30330",8.88210042788666e-29,-0.387388488789406,0.129,0.225,1.82464989090076e-24,"AT4G30330","No"
"AT4G25640",9.72186080864523e-29,0.988407910952706,0.456,0.396,1.99716186591999e-24,"AT4G25640","Yes"
"AT3G04340",9.7596372107544e-29,-0.606356969392149,0.107,0.193,2.00492227220528e-24,"AT3G04340","Yes"
"AT4G17250",9.90805385590597e-29,-0.323432351787892,0.241,0.36,2.03541150361876e-24,"AT4G17250","No"
"AT2G31740",1.06976999083316e-28,2.13616578855362,0.083,0.03,2.19762849216855e-24,"AT2G31740","Yes"
"AT5G51040",1.08544588680127e-28,0.84082215454405,0.525,0.497,2.22983148525584e-24,"AT5G51040","Yes"
"AT3G20600",1.08791944757196e-28,-0.521385901977708,0.18,0.285,2.23491292114707e-24,"AT3G20600","Yes"
"AT1G67900",1.10816057904408e-28,-1.0757358212183,0.051,0.116,2.27649427753025e-24,"AT1G67900","Yes"
"AT2G25830",1.11294164813831e-28,-0.494348031427629,0.136,0.231,2.28631602777054e-24,"AT2G25830","No"
"AT4G13220",1.13367698874356e-28,-0.301332870115782,0.276,0.403,2.3289126379759e-24,"AT4G13220","No"
"AT3G01560",1.14564703997477e-28,1.29475824124729,0.224,0.144,2.35350271422016e-24,"AT3G01560","Yes"
"AT3G18830",1.18143883269325e-28,1.57206203231758,0.273,0.194,2.42702979400175e-24,"AT3G18830","Yes"
"AT3G08720",1.19681774558478e-28,-0.411397358565597,0.471,0.602,2.45862269475481e-24,"AT3G08720","No"
"AT4G24340",1.20235299545734e-28,2.31166855563947,0.057,0.014,2.46999375856801e-24,"AT4G24340","Yes"
"AT4G18580",1.27613217531807e-28,1.37470571716092,0.196,0.12,2.62155832775591e-24,"AT4G18580","Yes"
"AT1G55190",1.31100392537974e-28,1.45201333717766,0.166,0.093,2.6931953639076e-24,"AT1G55190","Yes"
"AT5G65740",1.36730292535223e-28,-1.19298823342112,0.035,0.092,2.80885039955109e-24,"AT5G65740","Yes"
"AT3G55020",1.38611137557449e-28,-0.420211480915484,0.22,0.334,2.84748859884267e-24,"AT3G55020","No"
"AT1G48490",1.39701939604356e-28,1.62848913516855,0.131,0.065,2.86989694529229e-24,"AT1G48490","Yes"
"AT4G13200",1.44573530467499e-28,-0.197656704897355,0.52,0.665,2.96997403639382e-24,"AT4G13200","No"
"AT2G34580",1.44753830315936e-28,4.07770606608325,0.031,0.002,2.97367793618026e-24,"AT2G34580","Yes"
"AT4G23250",1.45742870288277e-28,2.15700116350709,0.107,0.047,2.99399578433208e-24,"AT4G23250","Yes"
"AT2G01250",1.49775981664771e-28,-0.203129654919803,0.642,0.766,3.0768479913394e-24,"AT2G01250","No"
"AT5G44050",1.50218783145263e-28,-1.4446847122126,0.022,0.071,3.08594446215313e-24,"AT5G44050","Yes"
"AT2G29420",1.52485176294042e-28,0.357433945896012,0.818,0.812,3.13250297660851e-24,"AT2G29420","No"
"AT5G13070",1.53149662154722e-28,1.04925036767702,0.354,0.276,3.14615350964446e-24,"AT5G13070","Yes"
"AT3G11320",1.56093056921664e-28,1.43815669178639,0.162,0.089,3.20661966834174e-24,"AT3G11320","Yes"
"AT3G19760",1.59150622094569e-28,0.716307581282726,0.574,0.552,3.26943122968872e-24,"AT3G19760","Yes"
"AT1G34190",1.63647405773566e-28,1.30935704822733,0.261,0.18,3.36180865680636e-24,"AT1G34190","Yes"
"AT3G53610",1.69188664662111e-28,0.903231280730163,0.466,0.423,3.47564273815374e-24,"AT3G53610","Yes"
"AT3G10840",1.71282971833143e-28,-1.40599834543125,0.021,0.07,3.51866609036825e-24,"AT3G10840","Yes"
"AT4G00530",1.75505472591454e-28,-1.26138072861002,0.04,0.1,3.60540892344624e-24,"AT4G00530","Yes"
"AT3G56710",1.77690981025437e-28,0.464270303049208,0.784,0.811,3.65030582320555e-24,"AT3G56710","No"
"AT5G22050",1.81752455141679e-28,-0.61374450009203,0.079,0.156,3.73374068597551e-24,"AT5G22050","Yes"
"AT2G02050",1.81828185012233e-28,0.902902820920379,0.468,0.423,3.7352964047063e-24,"AT2G02050","Yes"
"AT3G47370",1.8338905646804e-28,0.691998227098061,0.628,0.615,3.76736138702294e-24,"AT3G47370","Yes"
"AT4G17660",1.85664848646359e-28,4.01365379636149,0.031,0.002,3.81411298574216e-24,"AT4G17660","Yes"
"AT5G21222",1.87672786839384e-28,-1.08988335019195,0.058,0.127,3.85536206004146e-24,"AT5G21222","Yes"
"AT4G25940",1.96243376086237e-28,1.00114103696854,0.252,0.169,4.03142767493956e-24,"AT4G25940","Yes"
"AT4G26850",1.9838882707283e-28,-0.339508872646234,0.182,0.293,4.07550167455715e-24,"AT4G26850","No"
"AT1G57765",2.05388235101335e-28,1.21687793659114,0.316,0.243,4.21929051368672e-24,"AT1G57765","Yes"
"AT2G40640",2.0866422802073e-28,-0.72111888215989,0.045,0.107,4.28658923622985e-24,"AT2G40640","Yes"
"AT1G28210",2.11607363203062e-28,2.46724497908617,0.076,0.026,4.34705006228051e-24,"AT1G28210","Yes"
"AT1G51080",2.14601455300446e-28,-1.87190427083688,0.015,0.058,4.40855769623707e-24,"AT1G51080","Yes"
"AT3G02740",2.15695645040752e-28,1.35042303670986,0.224,0.145,4.43103563607216e-24,"AT3G02740","Yes"
"AT3G01980",2.22795220242444e-28,-0.376407435430993,0.22,0.338,4.57688220944053e-24,"AT3G01980","No"
"AT2G26330",2.24543491224024e-28,-1.35137928345438,0.035,0.091,4.61279694021513e-24,"AT2G26330","Yes"
"AT3G21295",2.30337563883067e-28,1.11681016231516,0.193,0.115,4.73182457484984e-24,"AT3G21295","Yes"
"AT1G12770",2.39793163185574e-28,-0.438909983688629,0.141,0.238,4.92607095132125e-24,"AT1G12770","No"
"AT5G58160",2.42387037549082e-28,-0.821987424395966,0.036,0.093,4.97935691237079e-24,"AT5G58160","Yes"
"AT3G17650",2.45043567757696e-28,-0.361111040378457,0.18,0.288,5.03393001244634e-24,"AT3G17650","No"
"AT1G26410",2.46518610541633e-28,5.27145434043805,0.029,0.001,5.06423181635676e-24,"AT1G26410","Yes"
"AT3G15395",2.4722774048763e-28,-0.294437491523768,0.216,0.334,5.07879947283739e-24,"AT3G15395","No"
"AT4G19880",2.49420940945326e-28,0.678586917084871,0.515,0.436,5.12385438983983e-24,"AT4G19880","Yes"
"AT3G54200",2.50846370874329e-28,-0.407085729362035,0.281,0.403,5.15313699687134e-24,"AT3G54200","No"
"AT2G41250",2.52553807137692e-28,1.76595537195873,0.109,0.048,5.18821286002961e-24,"AT2G41250","Yes"
"AT5G16170",2.75899867637126e-28,3.21101610854319,0.043,0.007,5.66781098086948e-24,"AT5G16170","Yes"
"AT4G14630",2.83120610744083e-28,3.30179100894658,0.048,0.01,5.8161467065157e-24,"AT4G14630","Yes"
"AT5G04490",2.87712045965911e-28,-0.291263858081419,0.293,0.426,5.9104685602777e-24,"AT5G04490","No"
"AT4G15510",2.98975239857897e-28,-0.629212860572998,0.099,0.182,6.14184835240077e-24,"AT4G15510","Yes"
"AT4G01320",2.99301413939659e-28,1.06991063946375,0.326,0.25,6.14854894656242e-24,"AT4G01320","Yes"
"AT4G28760",3.00787626220421e-28,-0.767394605159898,0.048,0.111,6.1790802054461e-24,"AT4G28760","Yes"
"AT1G53035",3.04555912233867e-28,-1.27902237944748,0.028,0.081,6.25649210502032e-24,"AT1G53035","Yes"
"AT5G57960",3.11764931009475e-28,-0.575525061968817,0.083,0.161,6.40458697772765e-24,"AT5G57960","Yes"
"AT3G14720",3.14399240594022e-28,1.19513606974633,0.299,0.216,6.45870359952299e-24,"AT3G14720","Yes"
"AT1G79870",3.35841188632497e-28,-0.136430187148462,0.325,0.464,6.89918553807738e-24,"AT1G79870","No"
"AT4G22310",3.50841310810506e-28,0.742725868874929,0.596,0.594,7.20733304798022e-24,"AT4G22310","Yes"
"AT4G14570",3.54993705372758e-28,-0.506059982982876,0.137,0.232,7.29263568947257e-24,"AT4G14570","Yes"
"AT3G17470",3.66451542186023e-28,-0.705093422481574,0.096,0.177,7.52801403112747e-24,"AT3G17470","Yes"
"AT4G02840",3.67956529898596e-28,0.726431116694497,0.629,0.628,7.55893099370686e-24,"AT4G02840","Yes"
"AT1G48605",3.79608340575126e-28,3.38343515000441,0.043,0.007,7.79829414043482e-24,"AT1G48605","Yes"
"AT2G42300",3.81789529518964e-28,-1.01009671987782,0.046,0.107,7.84310230490808e-24,"AT2G42300","Yes"
"AT4G16890",3.83786714069539e-28,1.17212647823203,0.365,0.292,7.88413046713055e-24,"AT4G16890","Yes"
"AT1G76520",3.8813015063233e-28,1.887419889208,0.152,0.083,7.97335768443995e-24,"AT1G76520","Yes"
"AT2G46140",3.9743549151895e-28,2.63407256354214,0.051,0.011,8.16451730227379e-24,"AT2G46140","Yes"
"AT1G25550",4.03818569673642e-28,0.51045226235145,0.772,0.804,8.29564487680562e-24,"AT1G25550","Yes"
"AT5G35490",4.08554329044153e-28,-0.924118407258209,0.072,0.144,8.39293158155404e-24,"AT5G35490","Yes"
"AT4G01960",4.15931781975905e-28,1.28308752220924,0.273,0.197,8.54448659713103e-24,"AT4G01960","Yes"
"AT1G75310",4.28512411624572e-28,-1.65768361534306,0.025,0.076,8.80293047200359e-24,"AT1G75310","Yes"
"AT3G24180",4.2933009850627e-28,1.27643440219771,0.199,0.121,8.81972821361431e-24,"AT3G24180","Yes"
"AT1G77590",4.358731752723e-28,-0.58140535011704,0.076,0.15,8.95414263961886e-24,"AT1G77590","Yes"
"AT2G26930",4.66990959989128e-28,-0.608171294552992,0.12,0.21,9.59339529105666e-24,"AT2G26930","Yes"
"AT5G11910",4.72835584807095e-28,1.17112988126315,0.303,0.226,9.71346141869216e-24,"AT5G11910","Yes"
"AT4G25470",4.7383524953412e-28,-1.07712620923202,0.082,0.157,9.73399753117942e-24,"AT4G25470","Yes"
"AT4G04972",4.92554105932446e-28,3.93969961663667,0.035,0.004,1.01185389981702e-23,"AT4G04972","Yes"
"AT3G27750",5.03444000561472e-28,-0.936769001654993,0.064,0.134,1.03422501035343e-23,"AT3G27750","Yes"
"AT3G27770",5.30640188060675e-28,-0.161117822139955,0.318,0.455,1.09009413833304e-23,"AT3G27770","No"
"AT3G62770",5.34065672211072e-28,1.06965904946651,0.353,0.274,1.0971311104232e-23,"AT3G62770","Yes"
"AT4G27600",5.34799474291695e-28,-0.231180414709997,0.336,0.475,1.09863856003743e-23,"AT4G27600","No"
"AT5G21940",5.35668813251142e-28,-0.181176520188837,0.7,0.854,1.10042444306182e-23,"AT5G21940","No"
"AT2G23840",5.42144045751014e-28,-0.241706230662678,0.285,0.418,1.11372651318631e-23,"AT2G23840","No"
"AT5G04810",5.44986650737905e-28,-0.476993588157045,0.118,0.207,1.11956607661088e-23,"AT5G04810","No"
"AT5G48440",5.50262582378917e-28,1.1134451260542,0.226,0.148,1.13040442298101e-23,"AT5G48440","Yes"
"AT5G40610",5.66512468705389e-28,-0.720949726248099,0.06,0.128,1.16378656446148e-23,"AT5G40610","Yes"
"AT1G59580",5.72845423071191e-28,1.05521341819644,0.341,0.268,1.17679635261515e-23,"AT1G59580","Yes"
"AT5G19010",5.7601830445247e-28,-0.457543721251736,0.104,0.189,1.18331440283671e-23,"AT5G19010","No"
"AT4G31720",5.76276384860141e-28,0.584927543078771,0.709,0.74,1.18384457741819e-23,"AT4G31720","Yes"
"AT5G64340",5.95673475836154e-28,-1.19365150373949,0.036,0.093,1.22369202141021e-23,"AT5G64340","Yes"
"AT5G41050",6.07603542619073e-28,-1.86816866041326,0.015,0.058,1.24819995760236e-23,"AT5G41050","Yes"
"AT4G18460",6.18020870213919e-28,-1.16742348846772,0.042,0.102,1.26960027368045e-23,"AT4G18460","Yes"
"AT4G19830",6.36492229744169e-28,-0.389708818046986,0.217,0.335,1.30754598756345e-23,"AT4G19830","No"
"AT3G06770",6.47445844332279e-28,-1.58022590700885,0.021,0.068,1.3300479980118e-23,"AT3G06770","Yes"
"AT2G17340",6.67658603067828e-28,-0.412393747111023,0.208,0.318,1.37157106828224e-23,"AT2G17340","No"
"AT5G40970",6.86937719108124e-28,-0.769849515749145,0.07,0.143,1.41117615636382e-23,"AT5G40970","Yes"
"AT3G53710",7.0292130453742e-28,1.33030711793573,0.211,0.134,1.44401123591122e-23,"AT3G53710","Yes"
"AT3G55620",7.13077520628745e-28,1.16733055301278,0.373,0.304,1.46487515062763e-23,"AT3G55620","Yes"
"AT1G04940",7.48470554689554e-28,-0.30695455864082,0.197,0.31,1.53758306049875e-23,"AT1G04940","No"
"AT4G30410",7.66685990559078e-28,-1.10501845748598,0.038,0.096,1.57500303040551e-23,"AT4G30410","Yes"
"AT1G78280",7.71411328961999e-28,-0.218868692144479,0.393,0.534,1.58471029308663e-23,"AT1G78280","No"
"AT1G18460",7.80810501546691e-28,-0.785939626190794,0.077,0.151,1.60401901332737e-23,"AT1G18460","Yes"
"AT4G08180",8.27672940075295e-28,1.46224273574433,0.155,0.085,1.70028852079668e-23,"AT4G08180","Yes"
"AT3G09970",8.3067810307852e-28,1.25799100817485,0.294,0.217,1.7064620271542e-23,"AT3G09970","Yes"
"AT3G58600",8.36079985970204e-28,1.14810854156193,0.377,0.315,1.71755911517859e-23,"AT3G58600","Yes"
"AT1G34110",8.42451100893847e-28,-1.08424140683762,0.039,0.097,1.73064729656623e-23,"AT1G34110","Yes"
"AT5G55280",9.12040347989005e-28,-0.575906191789646,0.144,0.239,1.87360448687381e-23,"AT5G55280","Yes"
"AT1G74040",9.15878098421783e-28,-0.868469769775787,0.075,0.149,1.88148837758787e-23,"AT1G74040","Yes"
"AT5G42310",9.44339749203728e-28,-0.943717382800291,0.05,0.113,1.93995714678922e-23,"AT5G42310","Yes"
"AT3G24520",9.47243522007513e-28,-1.06064855084948,0.051,0.115,1.94592236726003e-23,"AT3G24520","Yes"
"AT4G25390",9.7766294921049e-28,0.836446094935077,0.488,0.419,2.00841299656311e-23,"AT4G25390","Yes"
"AT1G45207",9.79087079141221e-28,-1.23476749379717,0.036,0.092,2.01133858667981e-23,"AT1G45207","Yes"
"AT1G06000",9.87946235733002e-28,2.0880594693319,0.097,0.041,2.02953795206631e-23,"AT1G06000","Yes"
"AT2G47180",9.96897480355385e-28,1.05022807694978,0.244,0.16,2.04792649389407e-23,"AT2G47180","Yes"
"AT1G28380",1.0033702639585e-27,-0.211710943018459,0.709,0.839,2.06122353324994e-23,"AT1G28380","No"
"AT4G14220",1.0473056978661e-27,1.94452700585561,0.123,0.06,2.15148009512633e-23,"AT4G14220","Yes"
"AT5G61760",1.07543189344537e-27,1.35641871864613,0.186,0.113,2.20925973870482e-23,"AT5G61760","Yes"
"AT1G17500",1.0793682815908e-27,2.11122692689891,0.106,0.047,2.21734626087199e-23,"AT1G17500","Yes"
"AT4G26130",1.12131288668949e-27,-0.402719521462164,0.175,0.279,2.30351306312622e-23,"AT4G26130","No"
"AT5G60300",1.12670115437714e-27,1.93627310383089,0.1,0.042,2.31458218143696e-23,"AT5G60300","Yes"
"AT5G58720",1.14693823669702e-27,-0.281294740159927,0.711,0.842,2.3561552196467e-23,"AT5G58720","No"
"AT3G63250",1.15807857905148e-27,-0.294640533685702,0.207,0.321,2.37904082494545e-23,"AT3G63250","No"
"AT1G08230",1.15818508960032e-27,1.35803785178432,0.113,0.051,2.37925962956594e-23,"AT1G08230","Yes"
"ATCG00360",1.16397586614249e-27,-0.218927296814351,0.36,0.495,2.39115562181652e-23,"ATCG00360","No"
"AT1G20920",1.19651579158212e-27,1.26157191724349,0.312,0.235,2.45800239064716e-23,"AT1G20920","Yes"
"AT1G29900",1.22605010652409e-27,-0.340889228145119,0.086,0.164,2.51867473383243e-23,"AT1G29900","No"
"AT3G22942",1.25605501225893e-27,1.70904991015003,0.134,0.069,2.58031381168352e-23,"AT3G22942","Yes"
"AT1G29760",1.35630996272116e-27,1.27674506080166,0.199,0.123,2.78626755641807e-23,"AT1G29760","Yes"
"AT2G20280",1.36695994690344e-27,1.0606162105211,0.344,0.275,2.80814581892373e-23,"AT2G20280","Yes"
"AT3G22160",1.38190100760488e-27,0.920621794683065,0.333,0.25,2.83883923992271e-23,"AT3G22160","Yes"
"AT5G23310",1.5741014497736e-27,-0.657406725915998,0.117,0.206,3.23367660826991e-23,"AT5G23310","Yes"
"AT3G52560",1.57720565971665e-27,0.80925752111225,0.542,0.521,3.24005358675591e-23,"AT3G52560","Yes"
"AT4G26690",1.60578477585663e-27,-0.156665914868887,0.147,0.246,3.29876366504227e-23,"AT4G26690","No"
"AT2G42770",1.67156165116305e-27,-0.244904541253114,0.245,0.365,3.43388909998426e-23,"AT2G42770","No"
"AT3G25230",1.73540898860961e-27,0.937506805360905,0.422,0.352,3.56505068530072e-23,"AT3G25230","Yes"
"AT1G50040",1.78697291301195e-27,-1.70176399878221,0.019,0.064,3.67097845520044e-23,"AT1G50040","Yes"
"AT2G18050",1.78736609038906e-27,-1.82571174282799,0.027,0.077,3.67178615948624e-23,"AT2G18050","Yes"
"AT1G08200",1.82453555177656e-27,-0.199103773050696,0.531,0.675,3.7481433840146e-23,"AT1G08200","No"
"TRX z",1.83727197573175e-27,-0.391467718248719,0.154,0.252,3.77430781974573e-23,"TRX z","No"
"AT1G12730",1.8548846620915e-27,-1.19300833844586,0.038,0.095,3.81048956133457e-23,"AT1G12730","Yes"
"AT3G05710",2.02247556557931e-27,1.50201379138692,0.216,0.141,4.15477155436958e-23,"AT3G05710","Yes"
"AT1G75840",2.04011447629181e-27,-0.623997371913354,0.054,0.119,4.19100716864626e-23,"AT1G75840","Yes"
"AT4G34870",2.14241211942677e-27,0.488126029123444,0.762,0.8,4.40115721693841e-23,"AT4G34870","No"
"AT5G56760",2.18801782484103e-27,0.57167966977237,0.658,0.649,4.49484501757093e-23,"AT5G56760","Yes"
"AT3G26470",2.36129155069688e-27,3.0107953191135,0.038,0.005,4.85080123259661e-23,"AT3G26470","Yes"
"AT3G18500",2.41853310920353e-27,-0.547693968375696,0.091,0.171,4.96839256623682e-23,"AT3G18500","Yes"
"AT5G05250",2.43376303076424e-27,-0.853396979731954,0.088,0.164,4.99967939409898e-23,"AT5G05250","Yes"
"AT4G33380",2.43966356108549e-27,-0.375862818426637,0.229,0.342,5.01180085353791e-23,"AT4G33380","No"
"AT1G73660",2.47248372334441e-27,-0.378767481345022,0.114,0.201,5.07922331286642e-23,"AT1G73660","No"
"AT3G04000",2.48171992894694e-27,1.88036132820278,0.262,0.189,5.09819725003569e-23,"AT3G04000","Yes"
"AT3G26600",2.49973929473201e-27,2.11241112362606,0.085,0.033,5.13521443316796e-23,"AT3G26600","Yes"
"AT4G33100",2.50742344113303e-27,1.50482523623548,0.099,0.042,5.15099997511959e-23,"AT4G33100","Yes"
"AT4G21390",2.52772393544153e-27,0.775835261059361,0.346,0.25,5.19270328057753e-23,"AT4G21390","Yes"
"AT3G23480",2.68711104574069e-27,-0.531560222298066,0.15,0.247,5.5201322212651e-23,"AT3G23480","Yes"
"AT1G63500",3.00242469466132e-27,0.820503757653069,0.474,0.402,6.16788105024276e-23,"AT1G63500","Yes"
"AT3G12600",3.35275962944498e-27,0.913048513879692,0.346,0.268,6.88757410676882e-23,"AT3G12600","Yes"
"AT5G12010",3.37873638711681e-27,0.557258552028187,0.721,0.722,6.94093816005407e-23,"AT5G12010","Yes"
"AT5G57550",3.39276026078438e-27,-0.159809714808851,0.14,0.234,6.96974740372935e-23,"AT5G57550","No"
"AT2G40765",3.5014125306916e-27,0.530166526895493,0.739,0.779,7.19295176179976e-23,"AT2G40765","Yes"
"AT1G54350",3.57973709619178e-27,-0.723941734863425,0.07,0.142,7.35385391670677e-23,"AT1G54350","Yes"
"AT5G56040",3.60198742572398e-27,-2.26389302257002,0.012,0.051,7.39956276866478e-23,"AT5G56040","Yes"
"AT5G08690",3.67547921787323e-27,0.848739576160939,0.582,0.568,7.55053695727697e-23,"AT5G08690","Yes"
"AT3G10230",3.79409847780823e-27,-0.297599010217797,0.273,0.397,7.79421650296144e-23,"AT3G10230","No"
"AT5G08380",3.81133195871427e-27,1.03201183825068,0.361,0.286,7.82961924278673e-23,"AT5G08380","Yes"
"AT2G34690",3.88698373537461e-27,0.660778510621009,0.609,0.602,7.98503068758006e-23,"AT2G34690","Yes"
"AT5G04340",4.06648282533221e-27,-0.262724369514729,0.644,0.778,8.35377566807996e-23,"AT5G04340","No"
"AT4G31850",4.07120379587686e-27,-1.44925056261556,0.033,0.086,8.36347395786984e-23,"AT4G31850","Yes"
"AT1G31410",4.08973179259015e-27,-0.412784488477541,0.138,0.231,8.40153602151794e-23,"AT1G31410","No"
"AT1G02680",4.44052171363293e-27,1.0930240907323,0.341,0.27,9.12216375631612e-23,"AT1G02680","Yes"
"AT5G64510",4.80040293572212e-27,2.39329738070786,0.057,0.015,9.86146775085395e-23,"AT5G64510","Yes"
"AT3G20820",4.87027444592322e-27,-1.27919690484909,0.034,0.089,1.00050047942601e-22,"AT3G20820","Yes"
"AT5G02790",4.8729248072306e-27,0.491877267997696,0.781,0.828,1.00104494314938e-22,"AT5G02790","No"
"AT3G17820",4.94386798373809e-27,1.65425594625314,0.137,0.072,1.01561879989932e-22,"AT3G17820","Yes"
"AT2G15960",5.00868835692327e-27,-0.249805805937704,0.914,0.984,1.02893484916275e-22,"AT2G15960","No"
"AT5G64030",5.04390377692586e-27,-0.424133086357361,0.1,0.182,1.03616915289388e-22,"AT5G64030","No"
"AT3G06860",5.05902382934502e-27,1.56086919531192,0.25,0.174,1.03927526526235e-22,"AT3G06860","Yes"
"AT1G11905",5.16815305356427e-27,1.80172463121566,0.152,0.085,1.06169368179371e-22,"AT1G11905","Yes"
"AT1G34010",5.18463373191221e-27,-1.08445880470994,0.045,0.104,1.06507930754673e-22,"AT1G34010","Yes"
"AT5G65495",5.29019546569922e-27,1.41184060871,0.258,0.182,1.08676485451859e-22,"AT5G65495","Yes"
