"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significant"
"AT2G46270",0.0125603527048646,0.704298210508486,0.108,0.095,1,"AT2G46270","No"
"AT1G61210",0.0125733454615373,0.712500363149425,0.103,0.09,1,"AT1G61210","No"
"AT2G44510",0.0125802882804055,1.29145196605957,0.023,0.016,1,"AT2G44510","No"
"AT5G50530",0.0125866095022721,0.139373477960048,0.12,0.143,1,"AT5G50530","No"
"AT5G24400",0.012604726144255,0.66282975487217,0.293,0.293,1,"AT5G24400","No"
"AT3G25870",0.0126302698425744,0.443886215698849,0.2,0.187,1,"AT3G25870","No"
"AT1G72790",0.0127263011048057,0.46799017892272,0.043,0.056,1,"AT1G72790","No"
"AT1G77750",0.0127503065816891,0.163357289755336,0.125,0.148,1,"AT1G77750","No"
"AT4G18905",0.0127703947706636,0.186864555406635,0.101,0.122,1,"AT4G18905","No"
"AT5G02670",0.0127859803671122,-0.66401741764221,0.006,0.01,1,"AT5G02670","No"
"AT5G59720",0.0128055353973072,1.83798496816693,0.01,0.005,1,"AT5G59720","No"
"AT3G16830",0.0128345128699936,0.146941543516363,0.054,0.068,1,"AT3G16830","No"
"AT5G23130",0.0129502676630646,0.196891759017642,0.179,0.21,1,"AT5G23130","No"
"ATCG01060",0.0129730482482039,0.130766384684725,0.681,0.765,1,"ATCG01060","No"
"AT2G06040",0.0129835414557717,0.956125746859464,0.019,0.013,1,"AT2G06040","No"
"AT1G71410",0.0130445747879005,0.800842200756251,0.096,0.084,1,"AT1G71410","No"
"AT5G23430",0.0131312236675212,-0.134354069121843,0.01,0.016,1,"AT5G23430","No"
"AT5G17070",0.0131387244051161,0.135563136876919,0.218,0.254,1,"AT5G17070","No"
"AT4G01290",0.0131395370534247,0.738076013566181,0.184,0.174,1,"AT4G01290","No"
"AT5G05670",0.0131687095804459,0.664120347940316,0.204,0.196,1,"AT5G05670","No"
"AT2G16280",0.0131706906410046,0.672374792573406,0.034,0.045,1,"AT2G16280","No"
"AT1G73740",0.0131824915534853,0.39828657769421,0.073,0.089,1,"AT1G73740","No"
"AT1G71900",0.0132248958004591,0.214577428147661,0.066,0.082,1,"AT1G71900","No"
"AT2G29750",0.0132532094527636,1.06016777507316,0.018,0.012,1,"AT2G29750","No"
"AT1G73840",0.0132658725478317,0.26496257101038,0.095,0.114,1,"AT1G73840","No"
"AT3G50000",0.0132839460160031,0.48315846625415,0.413,0.435,1,"AT3G50000","No"
"AT2G04880",0.013332303488839,0.62147565519786,0.187,0.178,1,"AT2G04880","No"
"AT5G60980",0.0133639542068552,0.675059492697296,0.178,0.168,1,"AT5G60980","No"
"AT3G50740",0.0134315346911591,-0.219911090299847,0.04,0.051,1,"AT3G50740","No"
"AT4G37440",0.0134805354348877,0.702173641902723,0.194,0.187,1,"AT4G37440","No"
"AT1G70250",0.0135380398557986,1.54555692117609,0.015,0.009,1,"AT1G70250","No"
"AT5G41650",0.0135531354572191,0.225590038607826,0.026,0.035,1,"AT5G41650","No"
"AT5G44510",0.013577313325752,1.360445944262,0.016,0.01,1,"AT5G44510","No"
"AT5G38210",0.0136238834201352,-0.321998858385807,0.027,0.036,1,"AT5G38210","No"
"AT5G54910",0.0136286487692216,1.4188158178206,0.021,0.014,1,"AT5G54910","No"
"AT4G09630",0.0136453668426526,-0.108140592498999,0.037,0.048,1,"AT4G09630","No"
"AT1G21660",0.0136624905645049,-0.185217840414237,0.044,0.056,1,"AT1G21660","No"
"AT3G25013",0.0136936596512077,-0.443075687989,0.011,0.018,1,"AT3G25013","No"
"AT4G31580",0.0137279737958734,0.401430045603918,0.413,0.434,1,"AT4G31580","No"
"AT1G63180",0.0137592953134422,0.987983207482929,0.023,0.016,1,"AT1G63180","No"
"AT5G65687",0.0137804531977456,-0.128756407489932,0.033,0.043,1,"AT5G65687","No"
"AT4G22740",0.013795592914646,0.501492643275827,0.275,0.275,1,"AT4G22740","No"
"AT4G36195",0.0138043500019768,0.401131735402805,0.335,0.39,1,"AT4G36195","No"
"AT1G03970",0.0138663660044308,0.276515489597321,0.334,0.392,1,"AT1G03970","No"
"AT5G61660",0.0138666904781601,-1.17639638419037,0.024,0.033,1,"AT5G61660","No"
"AT2G18410",0.0138689322970491,-0.178601089917309,0.042,0.054,1,"AT2G18410","No"
"AT4G35600",0.0138821748779739,0.293098818157434,0.573,0.608,1,"AT4G35600","No"
"AT3G09700",0.0138876150311936,0.493430442147138,0.047,0.059,1,"AT3G09700","No"
"AT5G14440",0.0139143093349232,0.581195516511522,0.2,0.191,1,"AT5G14440","No"
"AT2G03667",0.0139739431488249,1.06333704714385,0.036,0.028,1,"AT2G03667","No"
"AT5G46340",0.01400393690671,1.40900437711462,0.029,0.021,1,"AT5G46340","No"
"AT2G38270",0.014030051398169,0.396643257030103,0.479,0.511,1,"AT2G38270","No"
"AT2G46390",0.0140304151574412,0.23705853296009,0.684,0.785,1,"AT2G46390","No"
"AT3G57785",0.0140394969664354,0.251519183501635,0.51,0.594,1,"AT3G57785","No"
"AT1G04140",0.0140990148975583,0.699663927983907,0.119,0.106,1,"AT1G04140","No"
"AT5G12220",0.0141080366386643,0.907061638896504,0.044,0.035,1,"AT5G12220","No"
"AT4G31200",0.0141415360724001,0.307472949190081,0.018,0.025,1,"AT4G31200","No"
"AT2G38450",0.0141706533489203,0.154770369895084,0.228,0.265,1,"AT2G38450","No"
"AT1G61180",0.0142121146486629,0.992900750469121,0.065,0.054,1,"AT1G61180","No"
"AT3G20650",0.0142247318362478,0.288477031002945,0.097,0.115,1,"AT3G20650","No"
"AT2G14740",0.0142310020789457,0.288482023144844,0.103,0.121,1,"AT2G14740","No"
"AT5G66930",0.014233372381612,0.568550897608876,0.305,0.308,1,"AT5G66930","No"
"AT1G77220",0.0142841376785256,0.4780165792914,0.109,0.095,1,"AT1G77220","No"
"AT1G61170",0.0142996915875717,0.787307048844476,0.094,0.083,1,"AT1G61170","No"
"AT5G57860",0.0143485927951737,0.607804723624242,0.196,0.186,1,"AT5G57860","No"
"AT5G62770",0.0143523645790956,0.224952543251618,0.375,0.429,1,"AT5G62770","No"
"AT1G48745",0.014375081612429,0.477136969347153,0.035,0.027,1,"AT1G48745","No"
"AT3G20970",0.0143923226063405,0.506601370813633,0.251,0.246,1,"AT3G20970","No"
"AT1G65486",0.0144565327557134,-0.486275923597944,0.036,0.046,1,"AT1G65486","No"
"AT5G18475",0.0144712743981971,-0.5559118500496,0.01,0.016,1,"AT5G18475","No"
"AT1G80570",0.0144816016028643,1.18519679502353,0.015,0.01,1,"AT1G80570","No"
"AT5G23405",0.0144951200136807,0.745186493182542,0.075,0.064,1,"AT5G23405","No"
"AT3G08505",0.0145178792938461,0.12279073108401,0.019,0.027,1,"AT3G08505","No"
"AT1G01230",0.0145455089673764,0.473685904138886,0.423,0.449,1,"AT1G01230","No"
"AT1G31600",0.0145754973760315,0.293527362515016,0.127,0.151,1,"AT1G31600","No"
"AT4G05160",0.0145787353890721,0.836548243094367,0.151,0.139,1,"AT4G05160","No"
"AT1G07920",0.0146346615627279,0.396178409682508,0.602,0.657,1,"AT1G07920","No"
"AT1G50320",0.0146799134170051,0.136689239848074,0.809,0.876,1,"AT1G50320","No"
"AT5G56090",0.0147010825648259,1.03080619664926,0.036,0.027,1,"AT5G56090","No"
"AT3G02280",0.014705626230037,0.178661418831394,0.022,0.03,1,"AT3G02280","No"
"AT5G42820",0.0148057456137885,0.409968117116346,0.457,0.49,1,"AT5G42820","No"
"AT5G66060",0.0148081897468858,0.650243076965341,0.097,0.085,1,"AT5G66060","No"
"AT2G19600",0.0148093979398305,-0.128723971938346,0.013,0.019,1,"AT2G19600","No"
"AT1G55673",0.0148338022490234,-0.412757860507791,0.013,0.019,1,"AT1G55673","No"
"AT1G20300",0.0148899385550036,-0.936249730386835,0.007,0.012,1,"AT1G20300","No"
"AT1G48630",0.0149196834429263,0.259213481345709,0.13,0.154,1,"AT1G48630","No"
"AT5G25754",0.0149537920081147,0.221501728400998,0.104,0.124,1,"AT5G25754","No"
"AT5G50340",0.0149953078435535,0.728104739586334,0.049,0.04,1,"AT5G50340","No"
"AT1G01910",0.0149961593568378,0.488285053551768,0.353,0.371,1,"AT1G01910","No"
"AT1G32410",0.015001570290673,0.278426380080699,0.171,0.201,1,"AT1G32410","No"
"AT4G15270",0.0150499555055629,1.04229150436962,0.016,0.011,1,"AT4G15270","No"
"AT1G71330",0.0150578280447212,-0.33928285200686,0.01,0.016,1,"AT1G71330","No"
"AT2G25240",0.0150700551138935,0.32687484334723,0.016,0.01,1,"AT2G25240","No"
"AT1G07080",0.0150958475896437,0.207605820019079,0.414,0.486,1,"AT1G07080","No"
"AT4G21220",0.0151176961874102,-0.477426343550196,0.008,0.014,1,"AT4G21220","No"
"AT3G15970",0.0151851464766768,0.339003720553261,0.102,0.122,1,"AT3G15970","No"
"AT5G04870",0.0152304408089941,0.35427159177053,0.142,0.167,1,"AT5G04870","No"
"AT1G58250",0.0152459268096559,0.313584144950122,0.043,0.054,1,"AT1G58250","No"
"AT2G23080",0.0152472812577883,0.181689257816774,0.182,0.212,1,"AT2G23080","No"
"AT4G27120",0.0152812687467688,0.319612447703546,0.296,0.349,1,"AT4G27120","No"
"AT5G40700",0.0152832641208176,-0.501771171839732,0.017,0.025,1,"AT5G40700","No"
"AT5G48330",0.0153677279711801,-0.609799377816009,0.012,0.018,1,"AT5G48330","No"
"AT5G21990",0.0154116341690877,0.340432343507428,0.449,0.451,1,"AT5G21990","No"
"AT3G15640",0.0154304020663182,0.703890909827285,0.233,0.228,1,"AT3G15640","No"
"AT5G15660",0.0154715998744689,-0.355566133886467,0.013,0.019,1,"AT5G15660","No"
"AT4G30850",0.0154828819747167,0.103645428680673,0.152,0.176,1,"AT4G30850","No"
"AT4G00750",0.0154839269854605,0.246966337669607,0.07,0.085,1,"AT4G00750","No"
"AT1G56190",0.0155091716767838,0.340470178869131,0.562,0.6,1,"AT1G56190","No"
"AT5G45740",0.0155200245274196,-0.143762368811189,0.011,0.017,1,"AT5G45740","No"
"AT1G32740",0.0155656907147595,0.124154249858604,0.01,0.016,1,"AT1G32740","No"
"AT3G12915",0.0156059739831493,-0.809567942748434,0.005,0.01,1,"AT3G12915","No"
"AT5G58450",0.0156110717935494,0.185973556512838,0.05,0.062,1,"AT5G58450","No"
"AT5G40250",0.0156181387864521,0.481948015189907,0.1,0.087,1,"AT5G40250","No"
"AT2G05380",0.0156192474031882,0.134202866439197,0.626,0.645,1,"AT2G05380","No"
"AT4G28980",0.0156729921822063,0.238444244609912,0.127,0.15,1,"AT4G28980","No"
"AT2G48110",0.0156860210725378,1.18107021007486,0.022,0.015,1,"AT2G48110","No"
"AT4G23010",0.0157228643695161,0.426785134597016,0.36,0.36,1,"AT4G23010","No"
"AT4G25280",0.0157292444682762,0.543025229315617,0.186,0.176,1,"AT4G25280","No"
"AT1G71230",0.0157489034770461,0.317231673738505,0.026,0.035,1,"AT1G71230","No"
"AT5G06950",0.0157804571172731,0.190122106419546,0.072,0.087,1,"AT5G06950","No"
"AT3G53540",0.0157918518510436,1.08156736431391,0.042,0.033,1,"AT3G53540","No"
"AT1G17070",0.0158165851176922,0.898718904364211,0.064,0.053,1,"AT1G17070","No"
"AT5G38640",0.0158204481794748,0.7311758010829,0.087,0.075,1,"AT5G38640","No"
"AT2G33620",0.0158890792245714,0.16523083754804,0.059,0.073,1,"AT2G33620","No"
"AT5G10260",0.0158994145432933,-0.241360966691829,0.008,0.013,1,"AT5G10260","No"
"AT2G43235",0.0159402293216396,0.729057778928982,0.067,0.056,1,"AT2G43235","No"
"AT1G23170",0.0159543925691734,0.930031121928021,0.076,0.065,1,"AT1G23170","No"
"AT1G77550",0.0159665116381425,-0.238978368679835,0.013,0.02,1,"AT1G77550","No"
"AT2G18560",0.0159711410890305,0.277908433301619,0.008,0.013,1,"AT2G18560","No"
"AT2G38730",0.0160093757889111,0.161998160863415,0.126,0.147,1,"AT2G38730","No"
"AT1G09620",0.0160567183914971,0.393157613557882,0.149,0.174,1,"AT1G09620","No"
"AT3G53830",0.0160694592036045,0.834800109706376,0.012,0.007,1,"AT3G53830","No"
"AT1G72140",0.0160719097739957,1.12243880152596,0.01,0.005,1,"AT1G72140","No"
"AT1G19100",0.0160950712190175,-0.820222861200643,0.009,0.015,1,"AT1G19100","No"
"AT3G18240",0.0161004165343824,0.25865082740095,0.024,0.032,1,"AT3G18240","No"
"AT3G48090",0.0161527585585639,0.770882672010863,0.258,0.308,1,"AT3G48090","No"
"AT3G02290",0.0161970048021978,0.40853769031165,0.044,0.056,1,"AT3G02290","No"
"AT5G07890",0.0162406556113063,0.222412617644062,0.096,0.114,1,"AT5G07890","No"
"AT5G63220",0.0162652990669556,0.592742606463396,0.106,0.094,1,"AT5G63220","No"
"AT4G23130",0.0162731202568778,0.646275409238074,0.041,0.032,1,"AT4G23130","No"
"AT2G27830",0.0163078426554235,0.610515346963236,0.454,0.485,1,"AT2G27830","No"
"AT2G28470",0.0163351179987321,-0.103048432804358,0.009,0.015,1,"AT2G28470","No"
"AT5G27740",0.0163730436403843,0.236612317593393,0.119,0.141,1,"AT5G27740","No"
"AT5G18070",0.0164196253487447,0.873756124346151,0.044,0.035,1,"AT5G18070","No"
"AT1G31170",0.0164259007910589,0.189059890910531,0.621,0.702,1,"AT1G31170","No"
"AT1G33475",0.0164800521290111,-0.655259662662568,0.01,0.016,1,"AT1G33475","No"
"AT1G02400",0.0165171966565501,-0.146986079945763,0.734,0.765,1,"AT1G02400","No"
"AT3G05935",0.0165424604639772,0.142484732397958,0.019,0.027,1,"AT3G05935","No"
"AT3G47940",0.0165895040897512,0.607096421201782,0.14,0.129,1,"AT3G47940","No"
"AT2G35170",0.0166629262892126,0.554062869161443,0.045,0.057,1,"AT2G35170","No"
"AT1G45150",0.0166897819848734,0.230029048533353,0.067,0.081,1,"AT1G45150","No"
"AT2G21780",0.0167726595026517,0.304471431780094,0.096,0.083,1,"AT2G21780","No"
"AT2G44280",0.0167765642985894,0.867305199780914,0.041,0.032,1,"AT2G44280","No"
"AT3G13970",0.0168555590052697,0.463330477331958,0.092,0.112,1,"AT3G13970","No"
"AT3G16780",0.0168626336264986,0.285717722676598,0.091,0.109,1,"AT3G16780","No"
"AT2G43260",0.0169369644937532,0.128815759530063,0.025,0.034,1,"AT2G43260","No"
"AT5G64420",0.0169464439830737,1.07161152823707,0.038,0.029,1,"AT5G64420","No"
"AT2G23940",0.0169732049764115,0.222146403903019,0.263,0.304,1,"AT2G23940","No"
"AT4G39925",0.017074813759017,0.309551617450009,0.046,0.058,1,"AT4G39925","No"
"AT1G43770",0.0171028246385376,0.806603915213538,0.035,0.027,1,"AT1G43770","No"
"AT5G61340",0.0171471160673872,0.138327721654431,0.006,0.01,1,"AT5G61340","No"
"AT5G22400",0.0171704027726519,0.338481287830854,0.06,0.074,1,"AT5G22400","No"
"AT5G50960",0.0172048265246152,0.19971795484997,0.628,0.669,1,"AT5G50960","No"
"AT4G09500",0.0172662787237379,-0.754556908841457,0.011,0.016,1,"AT4G09500","No"
"ATMG00570",0.0172895675346075,0.123517876395792,0.061,0.075,1,"ATMG00570","No"
"AT3G51840",0.0174785549224664,0.208643940110456,0.719,0.798,1,"AT3G51840","No"
"AT1G02230",0.0175359518397217,0.689160309603834,0.089,0.077,1,"AT1G02230","No"
"AT3G03600",0.0176101312065731,0.704648047443809,0.169,0.158,1,"AT3G03600","No"
"AT4G29000",0.0176112176290439,0.732191079182489,0.079,0.068,1,"AT4G29000","No"
"AT1G10310",0.0176775255366199,0.220735198167343,0.287,0.335,1,"AT1G10310","No"
"AT4G35850",0.0176962948757881,0.913570612752824,0.052,0.043,1,"AT4G35850","No"
"AT3G29100",0.0177885962498012,-0.551568444190353,0.009,0.014,1,"AT3G29100","No"
"AT3G20720",0.0179013787555742,-0.29903925260765,0.015,0.022,1,"AT3G20720","No"
"AT2G03820",0.0180490719758294,0.542530528499249,0.3,0.299,1,"AT2G03820","No"
"AT5G49540",0.0180604428601903,0.438442008345012,0.203,0.235,1,"AT5G49540","No"
"AT1G41830",0.0180909126409078,0.62294741811573,0.024,0.017,1,"AT1G41830","No"
"AT5G38480",0.018142715952124,0.510700299576824,0.532,0.585,1,"AT5G38480","No"
"AT2G40165",0.0181477725270163,-0.384931292728369,0.011,0.016,1,"AT2G40165","No"
"AT3G19460",0.0182611199141777,0.26694868365846,0.083,0.099,1,"AT3G19460","No"
"AT3G07050",0.0183233660471966,0.58311323318267,0.055,0.045,1,"AT3G07050","No"
"AT1G69523",0.0183255786595855,0.362623951373799,0.048,0.061,1,"AT1G69523","No"
"AT5G25800",0.0183355691990315,1.01751675485897,0.041,0.032,1,"AT5G25800","No"
"AT3G45740",0.0183760292955373,0.120401752129446,0.114,0.133,1,"AT3G45740","No"
"AT1G36380",0.0184036146825145,0.356205517764726,0.205,0.24,1,"AT1G36380","No"
"AT1G33050",0.0184397044748017,0.482373190843789,0.398,0.415,1,"AT1G33050","No"
"AT1G09280",0.018476389017473,0.741385248432313,0.121,0.109,1,"AT1G09280","No"
"AT3G41762",0.0184775030814686,-0.858035408960466,0.008,0.013,1,"AT3G41762","No"
"AT1G16790",0.0184996475966877,0.397255692067594,0.049,0.061,1,"AT1G16790","No"
"AT1G48860",0.0185017294733268,0.89724517130837,0.157,0.147,1,"AT1G48860","No"
"AT2G18730",0.018503727254274,0.193584045935971,0.286,0.33,1,"AT2G18730","No"
"AT3G06700",0.0185308869517377,0.29215045089813,0.716,0.785,1,"AT3G06700","No"
"AT1G02690",0.0185817145843914,1.51815063030889,0.01,0.006,1,"AT1G02690","No"
"AT1G03440",0.0186135141935064,-0.970579862838768,0.007,0.012,1,"AT1G03440","No"
"AT5G09450",0.0186481262315929,0.250212852249993,0.043,0.054,1,"AT5G09450","No"
"AT1G64440",0.0186691384842182,-0.265313023231259,0.012,0.018,1,"AT1G64440","No"
"AT3G19870",0.018793294184062,0.880030517298558,0.04,0.031,1,"AT3G19870","No"
"AT3G12620",0.018813785346069,0.674787119978117,0.123,0.11,1,"AT3G12620","No"
"AT2G20950",0.0188605481355064,-1.2928156178069,0.007,0.011,1,"AT2G20950","No"
"AT4G05420",0.0188901358494739,0.298437451475977,0.052,0.065,1,"AT4G05420","No"
"AT5G52990",0.0189406633454163,0.80778977163025,0.05,0.041,1,"AT5G52990","No"
"AT1G03550",0.0189584818524509,1.36181312441328,0.019,0.013,1,"AT1G03550","No"
"AT1G79710",0.0189785191868778,0.607086653968981,0.091,0.079,1,"AT1G79710","No"
"AT5G26740",0.0189806896791722,0.720204725762339,0.088,0.077,1,"AT5G26740","No"
"AT1G24210",0.01905725377176,1.01736898248911,0.019,0.013,1,"AT1G24210","No"
"AT1G05620",0.0190704560471027,0.804321305868076,0.043,0.034,1,"AT1G05620","No"
"AT5G39380",0.0190838708531542,0.737429363519624,0.049,0.039,1,"AT5G39380","No"
"AT1G72830",0.0191008197736605,0.834503428589536,0.016,0.011,1,"AT1G72830","No"
"AT4G03635",0.0191505055176416,0.870290472282186,0.075,0.064,1,"AT4G03635","No"
"AT2G14080",0.0191774791346639,0.889363766277441,0.095,0.084,1,"AT2G14080","No"
"AT1G55915",0.019181869400263,0.910460043822303,0.014,0.009,1,"AT1G55915","No"
"AT5G20580",0.0191907040547112,0.224460591126514,0.061,0.074,1,"AT5G20580","No"
"AT4G25710",0.019248117017687,1.28753836955001,0.022,0.015,1,"AT4G25710","No"
"AT2G37400",0.0192844875836588,-0.165822876115741,0.065,0.079,1,"AT2G37400","No"
"AT1G49590",0.0193016205719661,0.552361821562062,0.224,0.219,1,"AT1G49590","No"
"AT4G00440",0.0193753664896354,-0.125777861556989,0.031,0.041,1,"AT4G00440","No"
"AT1G09740",0.0193754749992963,0.477739409759363,0.356,0.363,1,"AT1G09740","No"
"AT5G52020",0.0194158669797341,-0.582316870475203,0.016,0.022,1,"AT5G52020","No"
"AT5G51130",0.0194277797668866,0.374678716934926,0.135,0.121,1,"AT5G51130","No"
"AT2G29590",0.0194870091291357,0.249642957351722,0.119,0.14,1,"AT2G29590","No"
"AT2G42920",0.0197040789520912,0.248062436672669,0.02,0.028,1,"AT2G42920","No"
"AT5G28010",0.0197078873258063,0.967883859302891,0.02,0.014,1,"AT5G28010","No"
"AT1G53670",0.019733597542857,0.255661466600389,0.553,0.64,1,"AT1G53670","No"
"AT4G04700",0.0198648402644311,0.114134541432167,0.02,0.028,1,"AT4G04700","No"
"AT4G01660",0.0198987265817101,1.04332987067666,0.043,0.034,1,"AT4G01660","No"
"AT2G22570",0.0199056968200477,0.931845727635205,0.063,0.052,1,"AT2G22570","No"
"AT4G30930",0.019936947128851,0.629612187292419,0.117,0.106,1,"AT4G30930","No"
"AT5G49220",0.0199937009887773,0.30322120654978,0.017,0.024,1,"AT5G49220","No"
"AT5G26160",0.0200336570585985,-0.468843888700279,0.006,0.011,1,"AT5G26160","No"
"AT1G12060",0.0201014267153282,0.769703027172681,0.046,0.037,1,"AT1G12060","No"
"AT3G61920",0.0201158692936569,1.10948458587272,0.011,0.007,1,"AT3G61920","No"
"AT5G20320",0.0201421225230939,0.215925672728298,0.025,0.034,1,"AT5G20320","No"
"AT1G14660",0.0202045007582231,0.466756572703695,0.011,0.017,1,"AT1G14660","No"
"AT4G10570",0.0202771607326542,0.823776255003879,0.035,0.027,1,"AT4G10570","No"
"AT4G01080",0.0203268226237319,0.124542013020706,0.015,0.022,1,"AT4G01080","No"
"AT5G05190",0.0203608594847299,0.180775360854876,0.508,0.508,1,"AT5G05190","No"
"AT3G03773",0.0203741856200131,0.228562795121744,0.083,0.099,1,"AT3G03773","No"
"AT1G73960",0.020413403322389,0.202696541046041,0.066,0.08,1,"AT1G73960","No"
"AT4G26900",0.0204299699853338,0.188649331882344,0.144,0.169,1,"AT4G26900","No"
"AT2G29540",0.0204802509007133,0.834050965268709,0.075,0.065,1,"AT2G29540","No"
"AT2G48100",0.0205113974081111,0.17393642314045,0.2,0.232,1,"AT2G48100","No"
"AT4G16444",0.0205275119571854,0.541153277959776,0.225,0.219,1,"AT4G16444","No"
"AT1G09100",0.020549547618313,0.631293482566868,0.185,0.177,1,"AT1G09100","No"
"AT2G18770",0.0205992565759097,0.198519333937354,0.136,0.16,1,"AT2G18770","No"
"AT5G61920",0.0207364756392729,-0.37799405276748,0.01,0.016,1,"AT5G61920","No"
"AT2G31580",0.0207618124913351,0.220689649628307,0.058,0.071,1,"AT2G31580","No"
"AT5G50170",0.020847881590008,-0.363465457978064,0.013,0.02,1,"AT5G50170","No"
"AT4G38130",0.0209818565978582,0.572391928695354,0.318,0.327,1,"AT4G38130","No"
"AT2G07725",0.0210396678905022,0.595636348028247,0.161,0.149,1,"AT2G07725","No"
"AT1G36280",0.0210855377254729,0.645406061988082,0.01,0.016,1,"AT1G36280","No"
"AT3G51650",0.0212895905248871,0.795183972919613,0.048,0.039,1,"AT3G51650","No"
"AT2G47250",0.0212965310588501,0.193129232776967,0.133,0.155,1,"AT2G47250","No"
"AT5G64660",0.0213192786074385,0.134433317233254,0.701,0.81,1,"AT5G64660","No"
"AT4G14900",0.0213200554237902,0.246457448256538,0.115,0.136,1,"AT4G14900","No"
"AT1G03280",0.0213209195298412,0.645041289424003,0.153,0.144,1,"AT1G03280","No"
"AT4G28990",0.0213469627902027,0.802797756426348,0.087,0.077,1,"AT4G28990","No"
"AT2G36340",0.0213773281678187,0.168852240229781,0.013,0.02,1,"AT2G36340","No"
"AT2G36270",0.0213829577823798,-0.531875348498442,0.011,0.016,1,"AT2G36270","No"
"AT5G65600",0.0214200704942041,0.948408141875272,0.039,0.03,1,"AT5G65600","No"
"AT2G18040",0.0214205987496887,0.180066421693128,0.507,0.59,1,"AT2G18040","No"
"AT5G23490",0.0214693285092146,1.07757607699222,0.018,0.012,1,"AT5G23490","No"
"AT1G23450",0.0214868633006212,0.558207866721832,0.029,0.038,1,"AT1G23450","No"
"AT1G16090",0.021563992520234,0.84745710715979,0.046,0.037,1,"AT1G16090","No"
"AT2G07706",0.0216492125327351,1.65504238947645,0.014,0.009,1,"AT2G07706","No"
"AT3G07690",0.0216867118830569,1.24631260452465,0.028,0.021,1,"AT3G07690","No"
"AT2G35060",0.0217104832531298,0.992626926093977,0.105,0.095,1,"AT2G35060","No"
"AT1G74000",0.0217977139877668,0.649965052360434,0.026,0.019,1,"AT1G74000","No"
"AT2G20120",0.0219023075043385,0.478561811096631,0.289,0.293,1,"AT2G20120","No"
"AT5G16930",0.0219123792881549,0.888127162699431,0.012,0.008,1,"AT5G16930","No"
"AT5G01720",0.0219527994548994,0.690606277225651,0.053,0.044,1,"AT5G01720","No"
"AT2G39420",0.0220439970912589,0.243453836051395,0.471,0.471,1,"AT2G39420","No"
"AT5G62270",0.0221228777757881,0.234018285148639,0.095,0.113,1,"AT5G62270","No"
"AT1G27960",0.0221713445426781,-0.691928757781798,0.007,0.012,1,"AT1G27960","No"
